Shipment ID,Order ID,Product ID,Origin Location ID,Destination Location ID,Carrier ID,Planned Ship Date,Actual Ship Date,Planned Delivery Date,Actual Delivery Date,Delivery Status,Quantity Shipped,Transportation Cost,Freight Type,Tracking Number,Reason for Delay
SHIP3479,ORD01955,PROD001,WH001,CUST200_ADDR,CAR001,6/10/25,6/10/25,6/14/25,6/14/25,Delivered,157,1713,Rail,TRK73932,N/A
SHIP3480,ORD05626,PROD001,WH001,CUST190_ADDR,CAR001,5/17/25,5/18/25,5/24/25,5/26/25,Delayed,86,1377,Ground,TRK83828,Mechanical
SHIP3481,ORD05648,PROD001,WH002,CUST103_ADDR,CAR004,5/25/25,5/25/25,6/1/25,6/1/25,Delivered,186,1619,Air,TRK22442,N/A
SHIP3482,ORD02277,PROD003,WH003,CUST156_ADDR,CAR003,6/2/25,6/2/25,6/8/25,6/8/25,Delivered,169,1594,Rail,TRK83426,N/A
SHIP3483,ORD03537,PROD002,WH002,CUST147_ADDR,CAR001,5/16/25,5/16/25,5/23/25,5/24/25,Delayed,168,1955,Ground,TRK85111,Weather
SHIP3484,ORD04660,PROD005,WH002,CUST192_ADDR,CAR001,5/22/25,5/22/25,5/28/25,5/28/25,Delivered,101,485,Ground,TRK69732,N/A
SHIP3485,ORD01549,PROD002,WH002,CUST190_ADDR,CAR002,5/18/25,5/18/25,5/22/25,5/22/25,Delivered,29,1392,Ground,TRK40677,N/A
SHIP3486,ORD05227,PROD002,WH003,CUST154_ADDR,CAR003,6/1/25,6/2/25,6/7/25,6/6/25,Delivered,93,656,Rail,TRK46152,N/A
SHIP3487,ORD02216,PROD002,WH001,CUST134_ADDR,CAR004,6/14/25,6/14/25,6/16/25,6/16/25,Delivered,82,1710,Air,TRK59458,N/A
SHIP3488,ORD03066,PROD005,WH001,CUST157_ADDR,CAR001,5/25/25,5/25/25,5/30/25,5/29/25,Delivered,54,1949,Rail,TRK91532,N/A
SHIP3489,ORD04233,PROD005,WH003,CUST138_ADDR,CAR002,6/1/25,6/1/25,6/3/25,6/4/25,Delayed,120,1975,Air,TRK59625,Traffic
SHIP3490,ORD03303,PROD005,WH001,CUST117_ADDR,CAR003,5/22/25,5/22/25,5/24/25,5/24/25,Delivered,196,334,LTL,TRK37758,N/A
SHIP3491,ORD04051,PROD004,WH001,CUST158_ADDR,CAR003,5/22/25,5/23/25,5/24/25,5/26/25,Delayed,50,1340,Ground,TRK44384,Mechanical
SHIP3492,ORD04150,PROD005,WH002,CUST153_ADDR,CAR002,5/19/25,5/19/25,5/26/25,5/27/25,Delayed,57,883,Air,TRK38863,Mechanical
SHIP3493,ORD04082,PROD002,WH003,CUST140_ADDR,CAR004,5/21/25,5/22/25,5/23/25,5/23/25,Delivered,10,1734,LTL,TRK55640,N/A
SHIP3494,ORD02058,PROD002,WH003,CUST122_ADDR,CAR001,6/3/25,6/3/25,6/5/25,6/5/25,Delivered,60,1665,LTL,TRK81292,N/A
SHIP3495,ORD04647,PROD005,WH002,CUST146_ADDR,CAR002,5/15/25,5/16/25,5/20/25,5/20/25,Delivered,115,1217,LTL,TRK75342,N/A
SHIP3496,ORD04693,PROD001,WH003,CUST109_ADDR,CAR003,5/25/25,5/25/25,5/27/25,5/27/25,Delivered,87,683,LTL,TRK01825,N/A
SHIP3497,ORD03586,PROD001,WH001,CUST105_ADDR,CAR002,5/19/25,5/19/25,5/24/25,5/24/25,Delivered,88,1180,Rail,TRK58577,N/A
SHIP3498,ORD05153,PROD005,WH001,CUST136_ADDR,CAR004,6/6/25,6/7/25,6/13/25,6/13/25,Delivered,119,1424,LTL,TRK61622,N/A
SHIP3499,ORD02780,PROD004,WH003,CUST148_ADDR,CAR002,6/1/25,6/2/25,6/7/25,6/7/25,Delivered,47,1684,LTL,TRK16183,N/A
SHIP3500,ORD01158,PROD004,WH003,CUST164_ADDR,CAR004,5/20/25,5/20/25,5/25/25,5/24/25,Delivered,30,1387,Ground,TRK86902,N/A
SHIP3501,ORD00148,PROD002,WH002,CUST199_ADDR,CAR001,5/16/25,5/17/25,5/21/25,5/21/25,Delivered,22,1064,Air,TRK44895,N/A
SHIP3502,ORD03271,PROD005,WH002,CUST158_ADDR,CAR001,6/10/25,6/10/25,6/15/25,6/15/25,Delivered,130,967,LTL,TRK47765,N/A
SHIP3503,ORD03590,PROD003,WH001,CUST143_ADDR,CAR001,6/8/25,6/8/25,6/10/25,6/10/25,Delivered,103,501,Rail,TRK82228,N/A
SHIP3504,ORD05495,PROD004,WH003,CUST104_ADDR,CAR002,5/31/25,5/31/25,6/4/25,6/4/25,Delivered,80,759,LTL,TRK51076,N/A
SHIP3505,ORD00735,PROD004,WH001,CUST161_ADDR,CAR001,5/16/25,5/17/25,5/21/25,5/22/25,Delayed,192,642,Air,TRK66935,Mechanical
SHIP3506,ORD00327,PROD002,WH003,CUST189_ADDR,CAR003,5/25/25,5/26/25,6/1/25,6/1/25,Delivered,54,547,LTL,TRK87865,N/A
SHIP3507,ORD04780,PROD005,WH002,CUST146_ADDR,CAR004,6/6/25,6/7/25,6/13/25,6/13/25,Delivered,65,1955,LTL,TRK16866,N/A
SHIP3508,ORD04437,PROD004,WH003,CUST102_ADDR,CAR003,5/28/25,5/28/25,5/30/25,5/30/25,Delivered,175,1428,Air,TRK74636,N/A
SHIP3509,ORD04774,PROD001,WH003,CUST176_ADDR,CAR001,5/17/25,5/18/25,5/20/25,5/20/25,Delivered,199,1488,Air,TRK13322,N/A
SHIP3510,ORD02357,PROD003,WH001,CUST127_ADDR,CAR001,5/26/25,5/27/25,5/28/25,5/27/25,Delivered,106,1503,LTL,TRK21609,N/A
SHIP3511,ORD04777,PROD005,WH001,CUST181_ADDR,CAR002,5/15/25,5/16/25,5/17/25,5/17/25,Delivered,94,1969,Air,TRK30629,N/A
SHIP3512,ORD04046,PROD003,WH003,CUST103_ADDR,CAR002,5/22/25,5/22/25,5/25/25,5/25/25,Delivered,162,641,Rail,TRK23589,N/A
SHIP3513,ORD01476,PROD002,WH001,CUST112_ADDR,CAR003,5/27/25,5/27/25,5/29/25,5/29/25,Delivered,97,1925,LTL,TRK00220,N/A
SHIP3514,ORD00080,PROD004,WH003,CUST195_ADDR,CAR003,5/16/25,5/16/25,5/21/25,5/21/25,Delivered,78,1382,Air,TRK07798,N/A
SHIP3515,ORD01980,PROD005,WH002,CUST106_ADDR,CAR002,5/22/25,5/23/25,5/26/25,5/27/25,Delayed,149,1482,Air,TRK86712,Mechanical
SHIP3516,ORD00431,PROD005,WH002,CUST101_ADDR,CAR002,6/9/25,6/9/25,6/15/25,6/14/25,Delivered,76,1327,LTL,TRK25002,N/A
SHIP3517,ORD00886,PROD002,WH002,CUST174_ADDR,CAR001,5/28/25,5/28/25,6/1/25,6/1/25,Delivered,96,1664,Ground,TRK75482,N/A
SHIP3518,ORD03853,PROD003,WH001,CUST174_ADDR,CAR001,5/23/25,5/24/25,5/25/25,5/24/25,Delivered,196,1568,LTL,TRK20596,N/A
SHIP3519,ORD04058,PROD001,WH003,CUST117_ADDR,CAR002,6/11/25,6/11/25,6/15/25,6/15/25,Delivered,178,1975,LTL,TRK89046,N/A
SHIP3520,ORD02892,PROD002,WH002,CUST119_ADDR,CAR002,6/6/25,6/7/25,6/9/25,6/9/25,Delivered,153,402,LTL,TRK17049,N/A
SHIP3521,ORD05109,PROD003,WH002,CUST136_ADDR,CAR003,6/4/25,6/4/25,6/6/25,6/8/25,Delayed,194,853,Air,TRK01157,Mechanical
SHIP3522,ORD03496,PROD005,WH001,CUST115_ADDR,CAR002,5/30/25,5/30/25,6/3/25,6/3/25,Delivered,49,515,Air,TRK68063,N/A
SHIP3523,ORD02051,PROD005,WH001,CUST189_ADDR,CAR003,5/18/25,5/18/25,5/21/25,5/21/25,Delivered,108,1595,Air,TRK49523,N/A
SHIP3524,ORD00116,PROD002,WH002,CUST190_ADDR,CAR003,6/7/25,6/7/25,6/11/25,6/11/25,Delivered,100,1196,Rail,TRK34592,N/A
SHIP3525,ORD00362,PROD003,WH003,CUST154_ADDR,CAR004,5/31/25,6/1/25,6/6/25,6/6/25,Delivered,16,545,Ground,TRK67750,N/A
SHIP3526,ORD05692,PROD002,WH002,CUST126_ADDR,CAR002,5/29/25,5/29/25,6/5/25,6/5/25,Delivered,15,913,LTL,TRK29405,N/A
SHIP3527,ORD02981,PROD003,WH001,CUST125_ADDR,CAR002,5/23/25,5/23/25,5/27/25,5/27/25,Delivered,46,1459,Ground,TRK46304,N/A
SHIP3528,ORD04257,PROD004,WH003,CUST200_ADDR,CAR001,5/30/25,5/31/25,6/2/25,6/2/25,Delivered,101,663,LTL,TRK95902,N/A
SHIP3529,ORD00288,PROD002,WH003,CUST136_ADDR,CAR002,6/14/25,6/14/25,6/19/25,6/19/25,Delivered,102,886,Rail,TRK32369,N/A
SHIP3530,ORD04745,PROD005,WH002,CUST112_ADDR,CAR004,5/22/25,5/22/25,5/28/25,5/28/25,Delivered,107,1829,Rail,TRK76950,N/A
SHIP3531,ORD01701,PROD004,WH002,CUST140_ADDR,CAR001,5/16/25,5/16/25,5/19/25,5/19/25,Delivered,182,1818,Rail,TRK10199,N/A
SHIP3532,ORD00589,PROD005,WH003,CUST121_ADDR,CAR002,5/29/25,5/29/25,5/31/25,5/30/25,Delivered,132,1517,Air,TRK05112,N/A
SHIP3533,ORD00019,PROD004,WH002,CUST135_ADDR,CAR001,6/14/25,6/14/25,6/16/25,6/16/25,Delivered,130,991,Rail,TRK97744,N/A
SHIP3534,ORD05582,PROD004,WH003,CUST197_ADDR,CAR004,5/19/25,5/20/25,5/25/25,5/25/25,Delivered,13,1370,Rail,TRK85978,N/A
SHIP3535,ORD04793,PROD002,WH003,CUST189_ADDR,CAR003,6/7/25,6/8/25,6/11/25,6/10/25,Delivered,87,1947,LTL,TRK72791,N/A
SHIP3536,ORD03269,PROD005,WH001,CUST191_ADDR,CAR002,5/21/25,5/22/25,5/23/25,5/23/25,Delivered,36,922,LTL,TRK05596,N/A
SHIP3537,ORD04216,PROD001,WH001,CUST131_ADDR,CAR003,6/2/25,6/3/25,6/6/25,6/6/25,Delivered,155,478,LTL,TRK97067,N/A
SHIP3538,ORD00965,PROD001,WH003,CUST181_ADDR,CAR002,5/20/25,5/20/25,5/24/25,5/23/25,Delivered,31,558,Ground,TRK28178,N/A
SHIP3539,ORD02703,PROD004,WH001,CUST167_ADDR,CAR002,5/28/25,5/29/25,6/4/25,6/4/25,Delivered,18,869,Air,TRK07146,N/A
SHIP3540,ORD03374,PROD003,WH001,CUST153_ADDR,CAR004,5/28/25,5/28/25,6/4/25,6/4/25,Delivered,91,957,Rail,TRK40286,N/A
SHIP3541,ORD02100,PROD003,WH001,CUST194_ADDR,CAR001,6/12/25,6/13/25,6/16/25,6/16/25,Delivered,157,1357,Rail,TRK48905,N/A
SHIP3542,ORD05534,PROD004,WH001,CUST113_ADDR,CAR004,5/27/25,5/27/25,5/30/25,5/31/25,Delayed,40,739,Air,TRK26836,Traffic
SHIP3543,ORD05384,PROD002,WH001,CUST180_ADDR,CAR003,6/10/25,6/10/25,6/16/25,6/16/25,Delivered,60,1176,Ground,TRK02609,N/A
SHIP3544,ORD00005,PROD002,WH001,CUST162_ADDR,CAR004,6/12/25,6/13/25,6/18/25,6/18/25,Delivered,55,673,Rail,TRK48821,N/A
SHIP3545,ORD01511,PROD005,WH002,CUST173_ADDR,CAR001,6/3/25,6/3/25,6/9/25,6/9/25,Delivered,35,490,Ground,TRK01265,N/A
SHIP3546,ORD03200,PROD003,WH003,CUST109_ADDR,CAR004,5/26/25,5/27/25,5/30/25,5/30/25,Delivered,135,1605,Air,TRK10760,N/A
SHIP3547,ORD04139,PROD005,WH003,CUST149_ADDR,CAR002,6/6/25,6/7/25,6/8/25,6/8/25,Delivered,92,755,Ground,TRK30175,N/A
SHIP3548,ORD02934,PROD005,WH001,CUST123_ADDR,CAR004,5/24/25,5/24/25,5/27/25,5/27/25,Delivered,139,1397,Air,TRK24859,N/A
SHIP3549,ORD00734,PROD004,WH002,CUST187_ADDR,CAR004,6/9/25,6/9/25,6/14/25,6/14/25,Delivered,167,455,Air,TRK86759,N/A
SHIP3550,ORD02994,PROD004,WH002,CUST175_ADDR,CAR003,6/8/25,6/8/25,6/12/25,6/14/25,Delayed,177,494,Ground,TRK55723,Mechanical
SHIP3551,ORD03113,PROD001,WH003,CUST132_ADDR,CAR003,6/3/25,6/3/25,6/7/25,6/8/25,Delayed,55,690,Ground,TRK68636,Mechanical
SHIP3552,ORD04679,PROD002,WH002,CUST110_ADDR,CAR001,5/24/25,5/24/25,5/26/25,5/26/25,Delivered,91,406,Ground,TRK19948,N/A
SHIP3553,ORD00525,PROD001,WH003,CUST169_ADDR,CAR001,5/22/25,5/22/25,5/27/25,5/29/25,Delayed,113,1358,LTL,TRK16699,Customs
SHIP3554,ORD05406,PROD005,WH002,CUST162_ADDR,CAR004,5/19/25,5/19/25,5/26/25,5/26/25,Delivered,80,1799,Air,TRK00095,N/A
SHIP3555,ORD00555,PROD005,WH003,CUST149_ADDR,CAR003,5/19/25,5/19/25,5/25/25,5/27/25,Delayed,53,963,Rail,TRK66239,Mechanical
SHIP3556,ORD02452,PROD002,WH003,CUST186_ADDR,CAR002,6/8/25,6/8/25,6/10/25,6/10/25,Delivered,185,600,Air,TRK54425,N/A
SHIP3557,ORD03863,PROD004,WH001,CUST133_ADDR,CAR001,5/20/25,5/21/25,5/27/25,5/27/25,Delivered,133,738,Rail,TRK78804,N/A
SHIP3558,ORD00071,PROD001,WH001,CUST126_ADDR,CAR003,6/14/25,6/15/25,6/19/25,6/19/25,Delivered,100,1320,Ground,TRK92973,N/A
SHIP3559,ORD01270,PROD001,WH003,CUST135_ADDR,CAR003,6/12/25,6/12/25,6/19/25,6/18/25,Delivered,33,489,Rail,TRK08305,N/A
SHIP3560,ORD01417,PROD001,WH003,CUST167_ADDR,CAR003,6/10/25,6/10/25,6/13/25,6/14/25,Delayed,137,481,Air,TRK15368,Weather
SHIP3561,ORD05743,PROD004,WH003,CUST116_ADDR,CAR002,6/8/25,6/8/25,6/11/25,6/12/25,Delayed,190,1042,LTL,TRK87806,Mechanical
SHIP3562,ORD03098,PROD005,WH002,CUST117_ADDR,CAR002,5/26/25,5/26/25,6/2/25,6/3/25,Delayed,10,1565,Rail,TRK14909,Mechanical
SHIP3563,ORD04071,PROD005,WH003,CUST124_ADDR,CAR004,6/13/25,6/14/25,6/16/25,6/16/25,Delivered,66,583,LTL,TRK31869,N/A
SHIP3564,ORD02408,PROD003,WH001,CUST127_ADDR,CAR001,6/11/25,6/11/25,6/16/25,6/18/25,Delayed,61,1402,LTL,TRK40850,Mechanical
SHIP3565,ORD05719,PROD005,WH003,CUST115_ADDR,CAR001,5/17/25,5/17/25,5/19/25,5/19/25,Delivered,175,1887,LTL,TRK79860,N/A
SHIP3566,ORD04748,PROD004,WH001,CUST118_ADDR,CAR001,5/28/25,5/29/25,6/2/25,6/3/25,Delayed,32,1645,Ground,TRK86391,Traffic
SHIP3567,ORD03816,PROD003,WH003,CUST179_ADDR,CAR001,5/31/25,5/31/25,6/3/25,6/3/25,Delivered,144,1398,Ground,TRK44431,N/A
SHIP3568,ORD04596,PROD004,WH002,CUST101_ADDR,CAR004,5/23/25,5/23/25,5/27/25,5/27/25,Delivered,188,750,Ground,TRK88383,N/A
SHIP3569,ORD02167,PROD003,WH002,CUST189_ADDR,CAR001,6/6/25,6/7/25,6/10/25,6/10/25,Delivered,70,1360,Air,TRK63524,N/A
SHIP3570,ORD01304,PROD001,WH003,CUST173_ADDR,CAR004,5/22/25,5/22/25,5/28/25,5/28/25,Delivered,192,1885,Ground,TRK42747,N/A
SHIP3571,ORD02735,PROD002,WH001,CUST103_ADDR,CAR004,6/2/25,6/3/25,6/5/25,6/5/25,Delivered,193,701,Rail,TRK06176,N/A
SHIP3572,ORD00573,PROD005,WH001,CUST186_ADDR,CAR002,6/13/25,6/13/25,6/18/25,6/17/25,Delivered,175,529,Rail,TRK09542,N/A
SHIP3573,ORD01424,PROD002,WH001,CUST136_ADDR,CAR002,6/9/25,6/9/25,6/14/25,6/14/25,Delivered,199,1050,Ground,TRK42981,N/A
SHIP3574,ORD00579,PROD005,WH002,CUST136_ADDR,CAR001,6/2/25,6/2/25,6/6/25,6/6/25,Delivered,105,1278,Rail,TRK21574,N/A
SHIP3575,ORD05442,PROD005,WH001,CUST141_ADDR,CAR002,5/26/25,5/26/25,5/30/25,5/31/25,Delayed,123,892,Rail,TRK08908,Traffic
SHIP3576,ORD04542,PROD001,WH002,CUST198_ADDR,CAR003,5/19/25,5/19/25,5/24/25,5/24/25,Delivered,119,938,Rail,TRK74905,N/A
SHIP3577,ORD04177,PROD001,WH001,CUST155_ADDR,CAR002,6/6/25,6/7/25,6/12/25,6/13/25,Delayed,134,1075,Ground,TRK99782,Traffic
SHIP3578,ORD04617,PROD002,WH002,CUST155_ADDR,CAR004,6/14/25,6/15/25,6/17/25,6/17/25,Delivered,172,990,Air,TRK39074,N/A
SHIP3579,ORD01313,PROD002,WH001,CUST187_ADDR,CAR004,6/7/25,6/7/25,6/14/25,6/13/25,Delivered,23,1347,Air,TRK15687,N/A
SHIP3580,ORD03789,PROD004,WH001,CUST199_ADDR,CAR003,6/13/25,6/13/25,6/20/25,6/19/25,Delivered,195,466,Rail,TRK92856,N/A
SHIP3581,ORD00596,PROD003,WH001,CUST108_ADDR,CAR004,6/5/25,6/6/25,6/7/25,6/7/25,Delivered,99,695,Ground,TRK56985,N/A
SHIP3582,ORD04924,PROD005,WH002,CUST180_ADDR,CAR001,5/19/25,5/19/25,5/24/25,5/24/25,Delivered,138,1371,Air,TRK42516,N/A
SHIP3583,ORD04702,PROD003,WH003,CUST141_ADDR,CAR004,5/18/25,5/18/25,5/22/25,5/23/25,Delayed,136,1721,LTL,TRK91855,Mechanical
SHIP3584,ORD04883,PROD005,WH001,CUST173_ADDR,CAR004,6/9/25,6/9/25,6/12/25,6/12/25,Delivered,178,1186,Ground,TRK10557,N/A
SHIP3585,ORD05508,PROD002,WH002,CUST184_ADDR,CAR003,6/4/25,6/4/25,6/7/25,6/7/25,Delivered,81,1769,Ground,TRK51630,N/A
SHIP3586,ORD00946,PROD005,WH001,CUST125_ADDR,CAR004,6/2/25,6/3/25,6/4/25,6/4/25,Delivered,196,1826,LTL,TRK45138,N/A
SHIP3587,ORD03528,PROD004,WH003,CUST128_ADDR,CAR004,6/10/25,6/10/25,6/16/25,6/16/25,Delivered,69,1010,Ground,TRK26808,N/A
SHIP3588,ORD02929,PROD003,WH001,CUST167_ADDR,CAR002,6/2/25,6/3/25,6/4/25,6/6/25,Delayed,185,468,Rail,TRK50362,Traffic
SHIP3589,ORD04376,PROD002,WH001,CUST172_ADDR,CAR002,6/5/25,6/6/25,6/12/25,6/11/25,Delivered,43,811,Rail,TRK36984,N/A
SHIP3590,ORD02395,PROD002,WH002,CUST180_ADDR,CAR003,6/12/25,6/12/25,6/17/25,6/18/25,Delayed,91,1966,LTL,TRK12159,Mechanical
SHIP3591,ORD00876,PROD005,WH003,CUST172_ADDR,CAR001,5/31/25,5/31/25,6/7/25,6/8/25,Delayed,144,1346,Air,TRK26689,Mechanical
SHIP3592,ORD00068,PROD004,WH001,CUST159_ADDR,CAR003,6/14/25,6/15/25,6/18/25,6/18/25,Delivered,150,360,LTL,TRK95084,N/A
SHIP3593,ORD04686,PROD005,WH003,CUST153_ADDR,CAR001,6/2/25,6/2/25,6/9/25,6/8/25,Delivered,105,1259,Ground,TRK53777,N/A
SHIP3594,ORD00055,PROD004,WH002,CUST173_ADDR,CAR001,6/4/25,6/5/25,6/7/25,6/7/25,Delivered,16,1427,Rail,TRK90613,N/A
SHIP3595,ORD03859,PROD004,WH003,CUST151_ADDR,CAR004,6/10/25,6/11/25,6/15/25,6/15/25,Delivered,195,1811,LTL,TRK73732,N/A
SHIP3596,ORD05337,PROD003,WH001,CUST195_ADDR,CAR001,5/17/25,5/17/25,5/19/25,5/19/25,Delivered,97,994,Air,TRK02012,N/A
SHIP3597,ORD04212,PROD004,WH001,CUST135_ADDR,CAR002,6/11/25,6/11/25,6/13/25,6/14/25,Delayed,49,746,Air,TRK01952,Traffic
SHIP3598,ORD03552,PROD001,WH003,CUST119_ADDR,CAR001,5/22/25,5/22/25,5/28/25,5/27/25,Delivered,91,1637,LTL,TRK19294,N/A
SHIP3599,ORD00198,PROD005,WH002,CUST191_ADDR,CAR004,5/29/25,5/29/25,5/31/25,5/31/25,Delivered,115,1387,LTL,TRK54288,N/A
SHIP3600,ORD02677,PROD005,WH003,CUST131_ADDR,CAR003,5/30/25,5/30/25,6/5/25,6/5/25,Delivered,34,949,Rail,TRK59563,N/A
SHIP3601,ORD02000,PROD002,WH003,CUST137_ADDR,CAR004,5/29/25,5/29/25,6/2/25,6/3/25,Delayed,65,329,Air,TRK42571,Mechanical
SHIP3602,ORD04023,PROD004,WH001,CUST152_ADDR,CAR003,5/19/25,5/19/25,5/21/25,5/21/25,Delivered,124,1290,Rail,TRK54320,N/A
SHIP3603,ORD02681,PROD001,WH003,CUST160_ADDR,CAR002,6/9/25,6/9/25,6/13/25,6/13/25,Delivered,17,1950,Rail,TRK89304,N/A
SHIP3604,ORD02782,PROD001,WH001,CUST152_ADDR,CAR002,5/17/25,5/17/25,5/24/25,5/24/25,Delivered,127,1961,LTL,TRK85682,N/A
SHIP3605,ORD04896,PROD004,WH003,CUST135_ADDR,CAR004,5/23/25,5/24/25,5/25/25,5/25/25,Delivered,54,857,Air,TRK46074,N/A
SHIP3606,ORD04323,PROD005,WH003,CUST112_ADDR,CAR002,5/26/25,5/26/25,5/30/25,5/30/25,Delivered,188,820,Ground,TRK02386,N/A
SHIP3607,ORD01910,PROD004,WH003,CUST165_ADDR,CAR003,5/30/25,5/30/25,6/5/25,6/4/25,Delivered,30,861,Ground,TRK14825,N/A
SHIP3608,ORD05968,PROD003,WH002,CUST134_ADDR,CAR004,6/12/25,6/12/25,6/17/25,6/18/25,Delayed,77,1059,Ground,TRK54364,Customs
SHIP3609,ORD02729,PROD005,WH002,CUST195_ADDR,CAR001,5/30/25,5/30/25,6/3/25,6/3/25,Delivered,118,1321,Ground,TRK64724,N/A
SHIP3610,ORD03284,PROD002,WH002,CUST110_ADDR,CAR003,5/16/25,5/16/25,5/21/25,5/21/25,Delivered,99,381,Ground,TRK01736,N/A
SHIP3611,ORD01008,PROD003,WH001,CUST135_ADDR,CAR002,5/27/25,5/27/25,5/29/25,5/31/25,Delayed,82,987,Ground,TRK80650,Mechanical
SHIP3612,ORD03016,PROD005,WH003,CUST164_ADDR,CAR004,5/30/25,5/30/25,6/4/25,6/4/25,Delivered,184,1683,Rail,TRK64223,N/A
SHIP3613,ORD02083,PROD002,WH001,CUST180_ADDR,CAR002,5/19/25,5/19/25,5/26/25,5/25/25,Delivered,172,1139,LTL,TRK94783,N/A
SHIP3614,ORD01013,PROD001,WH003,CUST107_ADDR,CAR002,6/2/25,6/2/25,6/8/25,6/8/25,Delivered,54,554,Ground,TRK33633,N/A
SHIP3615,ORD04390,PROD001,WH001,CUST122_ADDR,CAR004,5/31/25,6/1/25,6/5/25,6/5/25,Delivered,65,914,Ground,TRK88815,N/A
SHIP3616,ORD05527,PROD003,WH001,CUST101_ADDR,CAR003,6/5/25,6/5/25,6/10/25,6/11/25,Delayed,62,1088,LTL,TRK38704,Customs
SHIP3617,ORD00362,PROD003,WH001,CUST162_ADDR,CAR001,6/4/25,6/5/25,6/7/25,6/8/25,Delayed,141,1404,LTL,TRK03473,Customs
SHIP3618,ORD01968,PROD003,WH001,CUST164_ADDR,CAR001,5/18/25,5/18/25,5/22/25,5/22/25,Delivered,32,1608,LTL,TRK17816,N/A
SHIP3619,ORD02582,PROD002,WH003,CUST147_ADDR,CAR001,6/8/25,6/8/25,6/10/25,6/10/25,Delivered,114,336,LTL,TRK71894,N/A
SHIP3620,ORD03648,PROD001,WH001,CUST118_ADDR,CAR002,6/8/25,6/9/25,6/11/25,6/11/25,Delivered,59,1206,Air,TRK22344,N/A
SHIP3621,ORD02110,PROD004,WH001,CUST174_ADDR,CAR004,5/18/25,5/18/25,5/25/25,5/25/25,Delivered,12,548,LTL,TRK80233,N/A
SHIP3622,ORD02743,PROD002,WH002,CUST128_ADDR,CAR001,6/4/25,6/4/25,6/6/25,6/7/25,Delayed,73,324,LTL,TRK05461,Weather
SHIP3623,ORD05391,PROD001,WH001,CUST199_ADDR,CAR003,6/4/25,6/5/25,6/7/25,6/8/25,Delayed,148,410,Ground,TRK50454,Mechanical
SHIP3624,ORD02171,PROD005,WH002,CUST178_ADDR,CAR003,5/16/25,5/16/25,5/19/25,5/19/25,Delivered,76,1191,Air,TRK84704,N/A
SHIP3625,ORD02374,PROD005,WH003,CUST184_ADDR,CAR001,5/17/25,5/17/25,5/20/25,5/20/25,Delivered,89,398,Air,TRK72409,N/A
SHIP3626,ORD00618,PROD001,WH003,CUST180_ADDR,CAR001,6/13/25,6/13/25,6/19/25,6/20/25,Delayed,106,1678,Air,TRK99836,Traffic
SHIP3627,ORD03132,PROD002,WH001,CUST103_ADDR,CAR002,6/3/25,6/3/25,6/9/25,6/9/25,Delivered,123,1146,Ground,TRK73375,N/A
SHIP3628,ORD05677,PROD005,WH002,CUST107_ADDR,CAR003,6/2/25,6/2/25,6/9/25,6/11/25,Delayed,92,394,Air,TRK48189,Traffic
SHIP3629,ORD00861,PROD003,WH003,CUST182_ADDR,CAR002,5/28/25,5/28/25,6/4/25,6/5/25,Delayed,31,1240,Air,TRK36826,Weather
SHIP3630,ORD03992,PROD004,WH001,CUST140_ADDR,CAR001,5/17/25,5/18/25,5/20/25,5/21/25,Delayed,72,1079,Ground,TRK90965,Traffic
SHIP3631,ORD02949,PROD002,WH003,CUST138_ADDR,CAR004,5/22/25,5/22/25,5/24/25,5/24/25,Delivered,184,1148,LTL,TRK34802,N/A
SHIP3632,ORD00164,PROD003,WH001,CUST143_ADDR,CAR004,6/3/25,6/3/25,6/9/25,6/9/25,Delivered,56,1326,Ground,TRK96693,N/A
SHIP3633,ORD04347,PROD001,WH003,CUST119_ADDR,CAR001,5/18/25,5/19/25,5/20/25,5/19/25,Delivered,79,1648,Air,TRK89675,N/A
SHIP3634,ORD00826,PROD003,WH002,CUST187_ADDR,CAR002,5/18/25,5/18/25,5/25/25,5/26/25,Delayed,159,1262,Rail,TRK16866,Mechanical
SHIP3635,ORD02830,PROD004,WH003,CUST160_ADDR,CAR001,6/3/25,6/3/25,6/6/25,6/6/25,Delivered,129,375,LTL,TRK08248,N/A
SHIP3636,ORD04842,PROD004,WH003,CUST140_ADDR,CAR004,6/14/25,6/14/25,6/20/25,6/22/25,Delayed,25,1255,Rail,TRK76171,Customs
SHIP3637,ORD00006,PROD005,WH002,CUST167_ADDR,CAR001,5/27/25,5/27/25,5/31/25,5/31/25,Delivered,107,1904,LTL,TRK65802,N/A
SHIP3638,ORD00952,PROD001,WH003,CUST120_ADDR,CAR002,6/3/25,6/3/25,6/8/25,6/8/25,Delivered,11,1364,Air,TRK27994,N/A
SHIP3639,ORD01966,PROD002,WH001,CUST115_ADDR,CAR003,5/16/25,5/16/25,5/20/25,5/19/25,Delivered,28,1882,Air,TRK79164,N/A
SHIP3640,ORD02954,PROD001,WH001,CUST114_ADDR,CAR003,6/3/25,6/3/25,6/8/25,6/8/25,Delivered,74,765,LTL,TRK22782,N/A
SHIP3641,ORD03392,PROD004,WH002,CUST133_ADDR,CAR001,5/28/25,5/28/25,6/1/25,6/1/25,Delivered,158,1070,Ground,TRK93503,N/A
