Purchase Order ID,Product ID,Supplier ID,Order Date,Requested Delivery Date (Supplier),Actual Delivery Date (Supplier),Quantity Ordered,Quantity Received,Unit Cost,Total PO Value,Payment Terms,Supplier Lead Time (Standard),Supplier Quality Rating
PO4095,PROD003,SUPP004,4/13/25,5/1/25,4/29/25,131,130,148,"19,388",Net 45,18,C
PO4096,PROD002,SUPP001,4/15/25,4/25/25,4/28/25,258,257,68,"17,544",Net 60,10,A
PO4097,PROD002,SUPP004,4/24/25,5/9/25,5/8/25,41,36,145,"5,945",Net 45,15,C
PO4098,PROD003,SUPP003,4/30/25,5/11/25,5/9/25,260,258,86,"22,360",Net 45,11,A
PO4099,PROD002,SUPP001,5/31/25,6/15/25,6/18/25,158,155,70,"11,060",Net 60,15,C
PO4100,PROD005,SUPP001,4/4/25,4/23/25,4/23/25,384,380,94,"36,096",Net 60,19,A
PO4101,PROD003,SUPP001,4/1/25,4/17/25,4/20/25,161,159,41,"6,601",Net 45,16,C
PO4102,PROD002,SUPP002,4/15/25,5/2/25,5/2/25,234,232,163,"38,142",Net 45,17,C
PO4103,PROD004,SUPP004,5/5/25,5/19/25,5/22/25,101,101,185,"18,685",Net 30,14,B
PO4104,PROD002,SUPP003,5/27/25,6/15/25,6/16/25,301,299,90,"27,090",Net 30,19,C
PO4105,PROD005,SUPP002,4/22/25,5/11/25,5/13/25,205,205,54,"11,070",Net 60,19,A
PO4106,PROD005,SUPP002,5/17/25,5/31/25,5/29/25,272,269,96,"26,112",Net 30,14,A
PO4107,PROD003,SUPP001,5/22/25,6/7/25,6/10/25,135,135,52,"7,020",Net 30,16,A
PO4108,PROD004,SUPP002,4/28/25,5/12/25,5/10/25,157,156,121,"18,997",Net 60,14,A
PO4109,PROD005,SUPP001,5/3/25,5/22/25,5/22/25,69,69,164,"11,316",Net 30,19,A
PO4110,PROD004,SUPP001,5/10/25,5/28/25,5/30/25,336,336,129,"43,344",Net 30,18,B
PO4111,PROD002,SUPP003,5/11/25,5/27/25,5/30/25,337,333,119,"40,103",Net 45,16,B
PO4112,PROD004,SUPP004,4/4/25,4/21/25,4/21/25,203,199,113,"22,939",Net 45,17,A
PO4113,PROD004,SUPP002,5/21/25,6/1/25,6/3/25,21,16,92,"1,932",Net 30,11,C
PO4114,PROD002,SUPP002,5/9/25,5/25/25,5/23/25,184,182,91,"16,744",Net 30,16,C
PO4115,PROD001,SUPP004,4/5/25,4/22/25,4/25/25,127,122,159,"20,193",Net 60,17,A
PO4116,PROD004,SUPP003,4/3/25,4/22/25,4/23/25,43,38,81,"3,483",Net 45,19,C
PO4117,PROD002,SUPP001,4/20/25,5/6/25,5/5/25,482,477,102,"49,164",Net 45,16,B
PO4118,PROD003,SUPP003,4/18/25,4/28/25,4/26/25,92,88,176,"16,192",Net 30,10,C
PO4119,PROD002,SUPP002,5/5/25,5/25/25,5/26/25,68,64,50,"3,400",Net 30,20,A
PO4120,PROD001,SUPP003,4/24/25,5/8/25,5/11/25,328,323,96,"31,488",Net 45,14,C
PO4121,PROD003,SUPP003,4/17/25,4/30/25,5/3/25,188,186,189,"35,532",Net 45,13,B
PO4122,PROD004,SUPP004,4/12/25,4/27/25,4/29/25,92,90,148,"13,616",Net 30,15,C
PO4123,PROD003,SUPP002,4/21/25,5/4/25,5/4/25,325,324,131,"42,575",Net 60,13,C
PO4124,PROD004,SUPP001,4/17/25,4/27/25,4/30/25,175,170,62,"10,850",Net 45,10,B
PO4125,PROD003,SUPP002,4/4/25,4/19/25,4/22/25,111,108,133,"14,763",Net 45,15,B
PO4126,PROD002,SUPP002,5/11/25,5/26/25,5/26/25,103,102,96,"9,888",Net 45,15,A
PO4127,PROD004,SUPP003,5/6/25,5/17/25,5/18/25,305,301,176,"53,680",Net 45,11,B
PO4128,PROD002,SUPP002,4/14/25,4/28/25,4/28/25,474,472,151,"71,574",Net 30,14,B
PO4129,PROD003,SUPP003,5/20/25,6/2/25,6/1/25,41,37,118,"4,838",Net 45,13,C
PO4130,PROD004,SUPP004,5/25/25,6/8/25,6/9/25,79,77,191,"15,089",Net 60,14,A
PO4131,PROD002,SUPP001,5/12/25,5/30/25,5/30/25,417,412,163,"67,971",Net 45,18,C
PO4132,PROD001,SUPP004,5/4/25,5/23/25,5/24/25,460,459,41,"18,860",Net 60,19,C
PO4133,PROD002,SUPP002,5/31/25,6/14/25,6/15/25,178,174,53,"9,434",Net 60,14,B
PO4134,PROD004,SUPP003,4/6/25,4/22/25,4/23/25,479,477,164,"78,556",Net 60,16,B
PO4135,PROD003,SUPP003,5/18/25,5/31/25,6/1/25,44,41,68,"2,992",Net 60,13,A
PO4136,PROD001,SUPP002,4/8/25,4/24/25,4/24/25,181,176,91,"16,471",Net 45,16,C
PO4137,PROD001,SUPP002,5/15/25,6/2/25,6/3/25,377,373,132,"49,764",Net 30,18,C
PO4138,PROD001,SUPP002,5/1/25,5/15/25,5/14/25,98,96,80,"7,840",Net 30,14,B
PO4139,PROD002,SUPP003,4/18/25,5/6/25,5/9/25,333,331,74,"24,642",Net 30,18,B
PO4140,PROD005,SUPP004,4/15/25,4/25/25,4/23/25,189,189,185,"34,965",Net 60,10,C
PO4141,PROD003,SUPP003,4/15/25,5/1/25,5/2/25,287,284,55,"15,785",Net 30,16,B
PO4142,PROD005,SUPP001,5/14/25,6/3/25,6/6/25,306,301,52,"15,912",Net 60,20,A
PO4143,PROD001,SUPP003,4/16/25,5/1/25,5/3/25,31,31,63,"1,953",Net 30,15,A
PO4144,PROD001,SUPP004,4/6/25,4/25/25,4/23/25,418,418,197,"82,346",Net 45,19,A
PO4145,PROD003,SUPP004,4/25/25,5/6/25,5/9/25,471,466,161,"75,831",Net 60,11,B
PO4146,PROD004,SUPP002,5/19/25,6/5/25,6/4/25,30,26,43,"1,290",Net 60,17,C
PO4147,PROD002,SUPP002,5/12/25,6/1/25,5/31/25,238,235,93,"22,134",Net 45,20,B
PO4148,PROD002,SUPP004,5/18/25,5/28/25,5/30/25,120,116,160,"19,200",Net 30,10,B
PO4149,PROD003,SUPP002,5/28/25,6/16/25,6/15/25,48,44,124,"5,952",Net 45,19,A
PO4150,PROD003,SUPP004,4/18/25,5/4/25,5/4/25,286,286,71,"20,306",Net 60,16,C
PO4151,PROD003,SUPP002,4/26/25,5/6/25,5/4/25,215,211,163,"35,045",Net 45,10,C
PO4152,PROD002,SUPP003,5/20/25,6/7/25,6/9/25,224,222,115,"25,760",Net 60,18,B
PO4153,PROD004,SUPP002,4/27/25,5/8/25,5/7/25,351,348,178,"62,478",Net 60,11,A
PO4154,PROD004,SUPP004,5/12/25,5/29/25,6/1/25,382,380,48,"18,336",Net 45,17,B
PO4155,PROD002,SUPP002,5/5/25,5/15/25,5/18/25,377,373,99,"37,323",Net 60,10,C
PO4156,PROD003,SUPP002,5/8/25,5/26/25,5/25/25,101,96,52,"5,252",Net 45,18,C
PO4157,PROD004,SUPP004,5/28/25,6/17/25,6/20/25,408,407,195,"79,560",Net 45,20,B
PO4158,PROD001,SUPP003,5/2/25,5/18/25,5/16/25,81,80,178,"14,418",Net 60,16,A
PO4159,PROD001,SUPP002,4/14/25,4/28/25,4/28/25,76,74,53,"4,028",Net 30,14,B
PO4160,PROD003,SUPP001,5/11/25,5/25/25,5/24/25,394,391,147,"57,918",Net 30,14,A
PO4161,PROD004,SUPP003,4/30/25,5/20/25,5/18/25,314,309,136,"42,704",Net 60,20,B
PO4162,PROD003,SUPP002,4/23/25,5/12/25,5/13/25,465,460,102,"47,430",Net 45,19,B
PO4163,PROD002,SUPP001,5/3/25,5/18/25,5/21/25,61,59,183,"11,163",Net 60,15,C
PO4164,PROD005,SUPP003,4/3/25,4/16/25,4/14/25,348,347,127,"44,196",Net 60,13,C
PO4165,PROD003,SUPP002,5/1/25,5/21/25,5/22/25,390,386,69,"26,910",Net 30,20,B
PO4166,PROD003,SUPP004,4/23/25,5/8/25,5/7/25,467,462,165,"77,055",Net 45,15,A
PO4167,PROD005,SUPP003,5/19/25,6/7/25,6/10/25,409,408,181,"74,029",Net 60,19,C
PO4168,PROD002,SUPP001,5/18/25,5/31/25,6/1/25,208,207,53,"11,024",Net 45,13,A
PO4169,PROD002,SUPP001,5/6/25,5/18/25,5/17/25,85,81,130,"11,050",Net 60,12,B
PO4170,PROD003,SUPP002,4/6/25,4/21/25,4/21/25,344,344,84,"28,896",Net 30,15,C
PO4171,PROD001,SUPP004,5/6/25,5/24/25,5/22/25,194,190,104,"20,176",Net 60,18,B
PO4172,PROD005,SUPP003,5/29/25,6/18/25,6/20/25,381,380,93,"35,433",Net 45,20,C
PO4173,PROD005,SUPP004,5/25/25,6/13/25,6/14/25,495,495,106,"52,470",Net 60,19,C
PO4174,PROD002,SUPP004,5/13/25,6/2/25,6/2/25,251,247,89,"22,339",Net 60,20,B
PO4175,PROD002,SUPP003,5/17/25,5/31/25,5/31/25,309,308,77,"23,793",Net 60,14,B
PO4176,PROD002,SUPP002,4/16/25,5/3/25,5/3/25,275,274,79,"21,725",Net 45,17,B
PO4177,PROD002,SUPP003,4/16/25,4/26/25,4/25/25,208,204,102,"21,216",Net 30,10,B
PO4178,PROD002,SUPP003,5/17/25,5/30/25,5/30/25,409,406,151,"61,759",Net 60,13,B
PO4179,PROD003,SUPP004,5/1/25,5/15/25,5/15/25,56,54,172,"9,632",Net 45,14,A
PO4180,PROD004,SUPP001,5/19/25,6/4/25,6/3/25,498,498,149,"74,202",Net 30,16,B
PO4181,PROD002,SUPP002,5/25/25,6/8/25,6/10/25,33,29,63,"2,079",Net 60,14,B
PO4182,PROD003,SUPP002,5/1/25,5/21/25,5/20/25,442,442,144,"63,648",Net 45,20,B
PO4183,PROD005,SUPP003,5/16/25,5/29/25,5/28/25,86,86,175,"15,050",Net 45,13,B
PO4184,PROD005,SUPP002,5/5/25,5/24/25,5/25/25,492,487,110,"54,120",Net 60,19,C
PO4185,PROD005,SUPP001,5/19/25,6/6/25,6/4/25,216,215,111,"23,976",Net 60,18,B
PO4186,PROD002,SUPP004,4/8/25,4/20/25,4/18/25,447,444,109,"48,723",Net 45,12,C
PO4187,PROD002,SUPP003,4/19/25,4/29/25,4/30/25,146,144,55,"8,030",Net 30,10,A
PO4188,PROD001,SUPP003,5/6/25,5/21/25,5/22/25,158,154,143,"22,594",Net 45,15,C
PO4189,PROD003,SUPP003,4/12/25,4/24/25,4/24/25,159,156,134,"21,306",Net 60,12,A
PO4190,PROD004,SUPP001,5/17/25,6/5/25,6/5/25,286,281,56,"16,016",Net 45,19,A
PO4191,PROD005,SUPP001,5/27/25,6/8/25,6/7/25,20,19,113,"2,260",Net 30,12,C
PO4192,PROD005,SUPP003,4/5/25,4/20/25,4/19/25,204,199,136,"27,744",Net 30,15,B
PO4193,PROD004,SUPP003,5/26/25,6/7/25,6/6/25,307,306,51,"15,657",Net 45,12,B
PO4194,PROD003,SUPP002,4/24/25,5/8/25,5/8/25,70,68,50,"3,500",Net 45,14,C
PO4195,PROD005,SUPP001,4/18/25,5/7/25,5/8/25,462,457,122,"56,364",Net 60,19,C
PO4196,PROD003,SUPP003,5/24/25,6/12/25,6/12/25,278,274,189,"52,542",Net 45,19,C
PO4197,PROD003,SUPP001,5/1/25,5/13/25,5/12/25,306,304,78,"23,868",Net 45,12,A
PO4198,PROD002,SUPP002,5/29/25,6/14/25,6/16/25,465,465,89,"41,385",Net 60,16,A
PO4199,PROD004,SUPP001,4/26/25,5/10/25,5/13/25,439,435,171,"75,069",Net 30,14,B
PO4200,PROD003,SUPP004,4/6/25,4/17/25,4/15/25,292,292,91,"26,572",Net 30,11,A
PO4201,PROD002,SUPP002,4/21/25,5/3/25,5/5/25,53,52,60,"3,180",Net 30,12,A
PO4202,PROD005,SUPP002,4/6/25,4/22/25,4/24/25,394,391,143,"56,342",Net 45,16,C
PO4203,PROD005,SUPP002,5/4/25,5/18/25,5/19/25,258,257,75,"19,350",Net 45,14,A
PO4204,PROD002,SUPP001,5/30/25,6/9/25,6/11/25,358,358,145,"51,910",Net 45,10,C
PO4205,PROD004,SUPP002,4/26/25,5/6/25,5/7/25,499,494,50,"24,950",Net 45,10,A
PO4206,PROD005,SUPP004,4/29/25,5/11/25,5/10/25,69,67,116,"8,004",Net 45,12,A
PO4207,PROD005,SUPP003,5/15/25,6/4/25,6/5/25,449,447,68,"30,532",Net 45,20,A
PO4208,PROD002,SUPP003,4/17/25,5/7/25,5/8/25,158,156,41,"6,478",Net 30,20,A
PO4209,PROD005,SUPP003,4/30/25,5/20/25,5/23/25,213,210,101,"21,513",Net 60,20,A
PO4210,PROD002,SUPP002,4/2/25,4/18/25,4/17/25,179,175,133,"23,807",Net 60,16,B
PO4211,PROD001,SUPP003,5/1/25,5/16/25,5/16/25,254,249,66,"16,764",Net 60,15,B
PO4212,PROD005,SUPP004,4/29/25,5/10/25,5/8/25,387,385,105,"40,635",Net 60,11,C
PO4213,PROD005,SUPP002,4/26/25,5/14/25,5/16/25,176,171,53,"9,328",Net 45,18,A
PO4214,PROD005,SUPP001,5/13/25,5/28/25,5/28/25,220,218,115,"25,300",Net 45,15,C
PO4215,PROD003,SUPP004,5/28/25,6/14/25,6/16/25,120,115,148,"17,760",Net 30,17,B
PO4216,PROD002,SUPP003,4/2/25,4/15/25,4/14/25,425,420,129,"54,825",Net 30,13,C
PO4217,PROD002,SUPP004,5/23/25,6/3/25,6/1/25,416,412,129,"53,664",Net 60,11,B
PO4218,PROD001,SUPP004,5/22/25,6/1/25,6/4/25,499,499,136,"67,864",Net 45,10,A
PO4219,PROD002,SUPP002,5/17/25,6/4/25,6/7/25,448,448,175,"78,400",Net 45,18,B
PO4220,PROD002,SUPP004,5/18/25,6/4/25,6/6/25,172,168,88,"15,136",Net 30,17,B
PO4221,PROD001,SUPP001,5/10/25,5/26/25,5/26/25,460,460,88,"40,480",Net 30,16,C
PO4222,PROD004,SUPP004,4/15/25,5/2/25,5/2/25,292,292,72,"21,024",Net 45,17,B
PO4223,PROD002,SUPP002,5/7/25,5/26/25,5/27/25,390,386,130,"50,700",Net 60,19,A
PO4224,PROD005,SUPP004,4/5/25,4/22/25,4/25/25,440,435,180,"79,200",Net 30,17,A
PO4225,PROD003,SUPP002,4/14/25,4/27/25,4/26/25,28,27,184,"5,152",Net 45,13,A
PO4226,PROD003,SUPP001,5/10/25,5/24/25,5/24/25,67,63,121,"8,107",Net 30,14,C
PO4227,PROD003,SUPP004,5/6/25,5/20/25,5/21/25,327,325,171,"55,917",Net 30,14,B
PO4228,PROD003,SUPP004,5/2/25,5/17/25,5/15/25,493,488,40,"19,720",Net 45,15,A
PO4229,PROD005,SUPP003,4/26/25,5/13/25,5/14/25,409,407,163,"66,667",Net 60,17,A
PO4230,PROD001,SUPP004,5/10/25,5/22/25,5/23/25,390,387,144,"56,160",Net 45,12,B
PO4231,PROD004,SUPP002,5/26/25,6/11/25,6/12/25,361,361,198,"71,478",Net 45,16,A
PO4232,PROD004,SUPP002,4/7/25,4/21/25,4/24/25,245,240,199,"48,755",Net 30,14,B
PO4233,PROD002,SUPP002,4/1/25,4/20/25,4/22/25,25,22,175,"4,375",Net 45,19,A
PO4234,PROD001,SUPP002,5/8/25,5/20/25,5/19/25,217,216,42,"9,114",Net 60,12,C
PO4235,PROD003,SUPP003,5/19/25,6/3/25,6/5/25,120,115,125,"15,000",Net 45,15,B
PO4236,PROD001,SUPP004,4/19/25,5/8/25,5/6/25,203,200,81,"16,443",Net 45,19,B
PO4237,PROD004,SUPP001,5/14/25,5/26/25,5/28/25,95,95,55,"5,225",Net 30,12,B
PO4238,PROD004,SUPP001,5/5/25,5/18/25,5/16/25,314,310,97,"30,458",Net 60,13,A
PO4239,PROD001,SUPP003,4/22/25,5/2/25,5/1/25,47,43,131,"6,157",Net 45,10,C
PO4240,PROD004,SUPP002,5/29/25,6/9/25,6/11/25,198,197,192,"38,016",Net 45,11,C
PO4241,PROD002,SUPP003,4/12/25,4/23/25,4/24/25,195,190,199,"38,805",Net 60,11,B
PO4242,PROD003,SUPP003,5/25/25,6/12/25,6/11/25,72,68,62,"4,464",Net 30,18,B
PO4243,PROD003,SUPP004,4/7/25,4/20/25,4/19/25,218,213,111,"24,198",Net 60,13,B
PO4244,PROD004,SUPP002,4/9/25,4/21/25,4/22/25,181,176,154,"27,874",Net 60,12,C
PO4245,PROD005,SUPP004,4/5/25,4/21/25,4/20/25,449,444,185,"83,065",Net 60,16,A
PO4246,PROD001,SUPP004,5/5/25,5/24/25,5/26/25,36,34,121,"4,356",Net 45,19,C
PO4247,PROD003,SUPP004,4/3/25,4/15/25,4/15/25,438,434,109,"47,742",Net 30,12,A
PO4248,PROD004,SUPP002,5/18/25,6/7/25,6/5/25,296,296,146,"43,216",Net 60,20,B
PO4249,PROD001,SUPP004,5/2/25,5/20/25,5/22/25,39,39,135,"5,265",Net 45,18,A
PO4250,PROD004,SUPP003,4/2/25,4/18/25,4/16/25,324,322,111,"35,964",Net 60,16,B
PO4251,PROD003,SUPP001,4/1/25,4/19/25,4/17/25,104,104,144,"14,976",Net 30,18,A
PO4252,PROD005,SUPP001,4/28/25,5/12/25,5/11/25,479,476,106,"50,774",Net 30,14,A
PO4253,PROD004,SUPP004,4/11/25,4/26/25,4/28/25,89,86,125,"11,125",Net 45,15,C
PO4254,PROD005,SUPP004,5/13/25,5/27/25,5/29/25,30,30,142,"4,260",Net 60,14,B
PO4255,PROD001,SUPP004,4/6/25,4/24/25,4/27/25,201,199,171,"34,371",Net 30,18,C
PO4256,PROD001,SUPP002,5/7/25,5/21/25,5/20/25,349,344,131,"45,719",Net 45,14,C
PO4257,PROD001,SUPP003,4/11/25,4/26/25,4/26/25,86,84,164,"14,104",Net 30,15,C
PO4258,PROD005,SUPP001,5/30/25,6/12/25,6/10/25,161,156,65,"10,465",Net 45,13,C
PO4259,PROD005,SUPP003,5/26/25,6/5/25,6/8/25,241,240,192,"46,272",Net 45,10,C
PO4260,PROD001,SUPP003,5/31/25,6/17/25,6/20/25,113,113,168,"18,984",Net 60,17,C
PO4261,PROD002,SUPP002,5/12/25,5/27/25,5/29/25,235,235,186,"43,710",Net 45,15,C
PO4262,PROD003,SUPP002,5/28/25,6/11/25,6/13/25,460,458,185,"85,100",Net 30,14,B
PO4263,PROD005,SUPP004,4/23/25,5/12/25,5/15/25,86,83,105,"9,030",Net 60,19,C
PO4264,PROD004,SUPP001,4/11/25,4/28/25,4/27/25,483,479,90,"43,470",Net 30,17,B
PO4265,PROD004,SUPP001,5/30/25,6/9/25,6/10/25,483,482,55,"26,565",Net 45,10,C
PO4266,PROD005,SUPP003,5/2/25,5/17/25,5/19/25,100,100,83,"8,300",Net 45,15,C
PO4267,PROD003,SUPP001,5/17/25,6/1/25,6/3/25,53,51,124,"6,572",Net 60,15,A
PO4268,PROD002,SUPP002,4/16/25,4/27/25,4/28/25,186,184,190,"35,340",Net 30,11,C
PO4269,PROD002,SUPP001,4/24/25,5/13/25,5/14/25,422,418,83,"35,026",Net 60,19,A
PO4270,PROD005,SUPP003,4/27/25,5/14/25,5/16/25,61,59,122,"7,442",Net 30,17,B
PO4271,PROD003,SUPP003,4/30/25,5/12/25,5/11/25,181,178,183,"33,123",Net 30,12,C
PO4272,PROD001,SUPP004,5/9/25,5/22/25,5/21/25,92,87,131,"12,052",Net 60,13,C
PO4273,PROD001,SUPP001,5/20/25,6/2/25,6/1/25,456,456,144,"65,664",Net 45,13,A
PO4274,PROD001,SUPP001,4/19/25,5/7/25,5/10/25,304,303,76,"23,104",Net 45,18,A
PO4275,PROD001,SUPP002,5/19/25,6/1/25,6/1/25,133,129,80,"10,640",Net 30,13,A
PO4276,PROD003,SUPP002,4/14/25,4/30/25,4/28/25,277,272,44,"12,188",Net 60,16,B
PO4277,PROD001,SUPP003,4/9/25,4/27/25,4/29/25,467,465,116,"54,172",Net 30,18,B
PO4278,PROD005,SUPP002,5/31/25,6/11/25,6/13/25,53,51,140,"7,420",Net 60,11,A
PO4279,PROD004,SUPP003,5/6/25,5/26/25,5/25/25,140,135,83,"11,620",Net 30,20,A
PO4280,PROD005,SUPP003,4/22/25,5/3/25,5/6/25,107,103,153,"16,371",Net 30,11,A
PO4281,PROD005,SUPP003,4/12/25,4/22/25,4/23/25,326,325,188,"61,288",Net 60,10,C
PO4282,PROD003,SUPP001,4/4/25,4/17/25,4/15/25,423,420,176,"74,448",Net 45,13,A
PO4283,PROD002,SUPP003,4/12/25,4/26/25,4/27/25,476,474,121,"57,596",Net 30,14,B
PO4284,PROD005,SUPP004,5/22/25,6/5/25,6/8/25,62,58,112,"6,944",Net 30,14,A
PO4285,PROD005,SUPP001,5/25/25,6/10/25,6/9/25,67,64,142,"9,514",Net 30,16,A
PO4286,PROD002,SUPP001,4/10/25,4/22/25,4/25/25,264,262,151,"39,864",Net 45,12,B
PO4287,PROD004,SUPP001,4/17/25,4/28/25,4/29/25,197,197,121,"23,837",Net 60,11,B
PO4288,PROD005,SUPP002,4/15/25,5/4/25,5/3/25,26,22,97,"2,522",Net 60,19,B
PO4289,PROD004,SUPP002,5/29/25,6/8/25,6/11/25,389,385,158,"61,462",Net 45,10,A
PO4290,PROD003,SUPP004,5/25/25,6/9/25,6/9/25,484,483,56,"27,104",Net 60,15,C
PO4291,PROD002,SUPP004,5/28/25,6/15/25,6/17/25,66,61,105,"6,930",Net 30,18,B
PO4292,PROD002,SUPP004,4/14/25,4/28/25,4/30/25,346,343,134,"46,364",Net 30,14,C
PO4293,PROD004,SUPP003,4/19/25,5/4/25,5/7/25,417,415,149,"62,133",Net 45,15,A
PO4294,PROD001,SUPP003,4/13/25,4/28/25,4/28/25,419,418,121,"50,699",Net 60,15,C
PO4295,PROD005,SUPP003,5/5/25,5/17/25,5/18/25,272,272,104,"28,288",Net 60,12,C
PO4296,PROD005,SUPP002,5/22/25,6/5/25,6/7/25,251,247,121,"30,371",Net 60,14,A
PO4297,PROD005,SUPP001,4/2/25,4/15/25,4/13/25,435,431,100,"43,500",Net 30,13,A
PO4298,PROD001,SUPP003,4/27/25,5/14/25,5/15/25,63,58,79,"4,977",Net 30,17,A
PO4299,PROD004,SUPP003,5/7/25,5/25/25,5/28/25,487,486,76,"37,012",Net 45,18,B
PO4300,PROD001,SUPP004,5/17/25,5/30/25,5/28/25,50,45,96,"4,800",Net 60,13,B
PO4301,PROD005,SUPP003,4/11/25,4/27/25,4/27/25,393,393,128,"50,304",Net 45,16,C
PO4302,PROD003,SUPP004,5/12/25,6/1/25,6/2/25,244,240,142,"34,648",Net 45,20,B
PO4303,PROD004,SUPP003,5/8/25,5/18/25,5/19/25,485,481,190,"92,150",Net 60,10,C
PO4304,PROD005,SUPP004,4/28/25,5/16/25,5/15/25,197,195,91,"17,927",Net 45,18,A
PO4305,PROD003,SUPP002,5/24/25,6/9/25,6/12/25,276,275,62,"17,112",Net 60,16,B
PO4306,PROD002,SUPP004,5/27/25,6/8/25,6/11/25,372,372,154,"57,288",Net 30,12,A
PO4307,PROD001,SUPP004,4/20/25,5/9/25,5/7/25,244,242,90,"21,960",Net 60,19,C
PO4308,PROD004,SUPP003,5/31/25,6/12/25,6/15/25,376,376,122,"45,872",Net 45,12,B
PO4309,PROD003,SUPP004,4/17/25,5/3/25,5/1/25,76,74,161,"12,236",Net 60,16,B
PO4310,PROD002,SUPP001,5/21/25,6/2/25,6/2/25,188,183,159,"29,892",Net 60,12,C
PO4311,PROD005,SUPP002,5/9/25,5/19/25,5/19/25,69,67,115,"7,935",Net 30,10,C
PO4312,PROD004,SUPP002,5/23/25,6/5/25,6/7/25,349,346,169,"58,981",Net 60,13,C
PO4313,PROD001,SUPP002,5/7/25,5/18/25,5/18/25,82,81,153,"12,546",Net 30,11,A
PO4314,PROD002,SUPP004,4/19/25,5/5/25,5/6/25,372,367,151,"56,172",Net 60,16,B
PO4315,PROD005,SUPP001,4/25/25,5/15/25,5/14/25,167,163,42,"7,014",Net 60,20,C
PO4316,PROD005,SUPP002,5/26/25,6/11/25,6/11/25,404,401,181,"73,124",Net 60,16,A
PO4317,PROD001,SUPP002,4/27/25,5/17/25,5/17/25,261,256,179,"46,719",Net 60,20,A
PO4318,PROD001,SUPP002,4/27/25,5/14/25,5/13/25,251,249,94,"23,594",Net 45,17,C
PO4319,PROD001,SUPP001,5/3/25,5/13/25,5/15/25,285,285,109,"31,065",Net 60,10,C
PO4320,PROD005,SUPP001,5/6/25,5/26/25,5/28/25,472,472,159,"75,048",Net 30,20,A
PO4321,PROD001,SUPP003,4/24/25,5/10/25,5/10/25,109,105,153,"16,677",Net 60,16,C
PO4322,PROD003,SUPP001,5/24/25,6/5/25,6/4/25,213,212,95,"20,235",Net 45,12,A
PO4323,PROD001,SUPP001,5/14/25,5/25/25,5/24/25,111,110,105,"11,655",Net 60,11,C
PO4324,PROD003,SUPP003,4/29/25,5/19/25,5/19/25,201,201,116,"23,316",Net 60,20,A
PO4325,PROD002,SUPP003,5/2/25,5/19/25,5/20/25,45,45,153,"6,885",Net 30,17,B
PO4326,PROD003,SUPP003,5/26/25,6/14/25,6/13/25,403,400,185,"74,555",Net 60,19,B
PO4327,PROD005,SUPP002,4/19/25,5/4/25,5/7/25,330,327,66,"21,780",Net 30,15,B
PO4328,PROD005,SUPP003,5/1/25,5/18/25,5/21/25,362,357,91,"32,942",Net 45,17,A
PO4329,PROD003,SUPP001,4/19/25,5/2/25,5/4/25,332,331,116,"38,512",Net 60,13,B
PO4330,PROD002,SUPP003,4/10/25,4/21/25,4/22/25,22,17,198,"4,356",Net 30,11,A
PO4331,PROD005,SUPP002,5/31/25,6/17/25,6/20/25,275,270,173,"47,575",Net 60,17,A
PO4332,PROD002,SUPP003,4/4/25,4/18/25,4/16/25,102,102,83,"8,466",Net 30,14,A
PO4333,PROD004,SUPP002,5/29/25,6/12/25,6/11/25,298,296,178,"53,044",Net 45,14,A
PO4334,PROD004,SUPP002,5/10/25,5/25/25,5/28/25,343,340,190,"65,170",Net 45,15,C
PO4335,PROD003,SUPP001,4/11/25,5/1/25,4/29/25,408,406,101,"41,208",Net 60,20,B
PO4336,PROD005,SUPP004,5/25/25,6/10/25,6/12/25,458,456,152,"69,616",Net 45,16,C
PO4337,PROD001,SUPP001,5/8/25,5/27/25,5/29/25,174,169,192,"33,408",Net 30,19,B
PO4338,PROD001,SUPP003,4/8/25,4/18/25,4/18/25,377,377,113,"42,601",Net 45,10,C
PO4339,PROD001,SUPP004,4/5/25,4/21/25,4/24/25,203,198,119,"24,157",Net 60,16,C
PO4340,PROD005,SUPP002,5/19/25,5/30/25,5/28/25,206,201,70,"14,420",Net 30,11,A
PO4341,PROD005,SUPP002,4/8/25,4/22/25,4/23/25,64,59,160,"10,240",Net 60,14,A
PO4342,PROD002,SUPP001,5/30/25,6/19/25,6/22/25,428,428,88,"37,664",Net 30,20,B
PO4343,PROD001,SUPP001,5/29/25,6/15/25,6/15/25,112,112,196,"21,952",Net 60,17,B
PO4344,PROD005,SUPP003,5/24/25,6/5/25,6/8/25,27,26,109,"2,943",Net 60,12,B
PO4345,PROD004,SUPP001,4/19/25,5/5/25,5/7/25,228,228,71,"16,188",Net 60,16,C
PO4346,PROD001,SUPP003,4/29/25,5/11/25,5/9/25,266,263,116,"30,856",Net 30,12,B
PO4347,PROD004,SUPP003,5/15/25,5/27/25,5/27/25,292,291,160,"46,720",Net 45,12,B
PO4348,PROD003,SUPP002,4/5/25,4/23/25,4/26/25,220,215,174,"38,280",Net 30,18,B
PO4349,PROD005,SUPP004,4/29/25,5/16/25,5/16/25,433,428,199,"86,167",Net 60,17,B
PO4350,PROD001,SUPP001,4/5/25,4/17/25,4/17/25,163,159,41,"6,683",Net 60,12,C
PO4351,PROD001,SUPP003,5/16/25,6/3/25,6/5/25,122,121,78,"9,516",Net 60,18,A
