Claim ID,Reserve Date,Initial Reserve Amount,Current Reserve Amount,Reserve Type
CLM4017,3/18/23,11968,5388,Indemnity Reserve
CLM4018,3/3/24,16757,2495,Indemnity Reserve
CLM4019,5/21/24,10909,2370,Indemnity Reserve
CLM4020,5/9/23,12301,2698,Indemnity Reserve
CLM4021,1/14/23,13043,164,Indemnity Reserve
CLM4022,3/14/24,34259,20980,Indemnity Reserve
CLM4023,4/14/23,45560,25097,Indemnity Reserve
CLM4024,5/30/24,17645,7733,Indemnity Reserve
CLM4025,5/21/24,14649,12085,Indemnity Reserve
CLM4026,6/7/24,31559,29750,Indemnity Reserve
CLM4027,2/26/23,47720,6550,Indemnity Reserve
CLM4028,5/16/23,38795,28546,Indemnity Reserve
CLM4029,5/15/24,18974,1798,Indemnity Reserve
CLM4030,5/27/23,15817,13382,Indemnity Reserve
CLM4031,9/2/23,10439,7706,Indemnity Reserve
CLM4032,6/15/23,35798,5581,Indemnity Reserve
CLM4033,12/17/23,21835,6316,Indemnity Reserve
CLM4034,6/3/24,40805,2092,Indemnity Reserve
CLM4035,2/28/24,20185,1993,Indemnity Reserve
CLM4036,1/22/24,10001,7,Indemnity Reserve
CLM4037,6/17/24,49281,29133,Indemnity Reserve
CLM4038,1/31/23,10029,2802,Indemnity Reserve
CLM4039,1/13/23,21774,5785,Indemnity Reserve
CLM4040,12/25/23,36880,965,Indemnity Reserve
CLM4041,4/8/23,36925,32597,Indemnity Reserve
CLM4042,3/13/23,38598,9144,Indemnity Reserve
CLM4043,1/14/23,3067,2037,Indemnity Reserve
CLM4044,6/14/23,43258,19690,Indemnity Reserve
CLM4045,11/17/23,39190,5564,Indemnity Reserve
CLM4046,9/13/23,3087,2392,Indemnity Reserve
CLM4047,7/5/23,45212,41484,Indemnity Reserve
CLM4048,5/27/24,18305,3917,Indemnity Reserve
CLM4049,3/3/23,36587,19962,Indemnity Reserve
CLM4050,4/16/23,6842,5667,Indemnity Reserve
CLM4051,4/22/24,40223,26016,Indemnity Reserve
CLM4052,1/13/24,25025,10488,Indemnity Reserve
CLM4053,1/5/24,25015,4411,Indemnity Reserve
CLM4054,12/22/23,45681,37863,Indemnity Reserve
CLM4055,7/1/23,3208,2322,Indemnity Reserve
CLM4056,6/4/24,4734,1763,Indemnity Reserve
CLM4057,4/2/23,14310,7533,Indemnity Reserve
CLM4058,2/9/23,22254,12699,Indemnity Reserve
CLM4059,5/14/23,38537,4941,Indemnity Reserve
CLM4060,1/17/24,10516,5374,Indemnity Reserve
CLM4061,5/29/23,35244,33816,Indemnity Reserve
CLM4062,1/13/23,16434,3199,Indemnity Reserve
CLM4063,3/18/23,30023,9097,Indemnity Reserve
CLM4064,12/31/23,46283,19778,Indemnity Reserve
CLM4065,8/12/23,49610,8479,Indemnity Reserve
CLM4066,5/17/23,6213,2076,Indemnity Reserve
CLM4067,6/17/23,13555,13422,Indemnity Reserve
CLM4068,3/12/24,46483,38761,Indemnity Reserve
CLM4069,4/26/24,33795,24461,Indemnity Reserve
CLM4070,1/19/23,6930,5196,Indemnity Reserve
CLM4071,5/23/23,23468,4776,Indemnity Reserve
CLM4072,3/28/24,11039,5459,Indemnity Reserve
CLM4073,1/31/24,26565,13023,Indemnity Reserve
CLM4074,5/20/24,12447,6946,Indemnity Reserve
CLM4075,9/13/23,14005,6621,Indemnity Reserve
CLM4076,4/19/24,31607,4980,Indemnity Reserve
CLM4077,5/20/24,28402,16865,Indemnity Reserve
CLM4078,2/7/24,36546,9086,Indemnity Reserve
CLM4079,2/7/23,47028,42928,Indemnity Reserve
CLM4080,1/1/24,42714,10786,Indemnity Reserve
CLM4081,11/10/23,18506,17652,Indemnity Reserve
CLM4082,4/11/24,35340,16571,Indemnity Reserve
CLM4083,1/4/23,43965,26088,Indemnity Reserve
CLM4084,6/5/24,35699,15019,Indemnity Reserve
CLM4085,1/28/24,15765,6475,Indemnity Reserve
CLM4086,5/6/24,49534,34705,Indemnity Reserve
CLM4087,12/2/23,47461,29868,Indemnity Reserve
CLM4088,10/30/23,9956,533,Indemnity Reserve
CLM4089,6/4/24,41115,38999,Indemnity Reserve
CLM4090,6/3/23,48972,9720,Indemnity Reserve
CLM4091,10/16/23,12200,6544,Indemnity Reserve
CLM4092,6/29/24,44121,32273,Indemnity Reserve
CLM4093,10/13/23,12432,1737,Indemnity Reserve
CLM4094,11/17/23,14350,697,Indemnity Reserve
CLM4095,8/18/23,46577,30937,Indemnity Reserve
CLM4096,3/23/24,27085,11085,Indemnity Reserve
CLM4097,7/12/23,34039,16227,Indemnity Reserve
CLM4098,6/21/23,9322,6360,Indemnity Reserve
CLM4099,11/29/23,5809,1283,Indemnity Reserve
CLM4100,3/24/24,6389,4688,Indemnity Reserve
CLM4101,2/7/23,18997,2261,Indemnity Reserve
CLM4102,11/5/23,35016,238,Indemnity Reserve
CLM4103,2/16/24,12340,3450,Indemnity Reserve
CLM4104,3/18/24,22173,12818,Indemnity Reserve
CLM4105,3/25/24,44073,18931,Indemnity Reserve
CLM4106,8/28/23,6527,5978,Indemnity Reserve
CLM4107,9/2/23,39862,27755,Indemnity Reserve
CLM4108,1/27/23,7123,6269,Indemnity Reserve
CLM4109,12/29/23,3716,3573,Indemnity Reserve
CLM4110,5/11/23,29841,23419,Indemnity Reserve
CLM4111,6/28/23,3319,2408,Indemnity Reserve
CLM4112,5/6/23,22004,3665,Indemnity Reserve
CLM4113,12/2/23,43967,75,Indemnity Reserve
CLM4114,2/25/23,47596,28234,Indemnity Reserve
CLM4115,9/20/23,39838,1277,Indemnity Reserve
CLM4116,2/14/23,21051,6802,Indemnity Reserve
CLM4117,9/23/23,49885,49550,Indemnity Reserve
CLM4118,2/7/24,15207,14678,Indemnity Reserve
CLM4119,5/28/24,25546,25536,Indemnity Reserve
CLM4120,4/4/24,27427,2427,Indemnity Reserve
CLM4121,9/7/23,37320,26797,Indemnity Reserve
CLM4122,8/18/23,38003,17311,Indemnity Reserve
CLM4123,3/24/24,5389,2094,Indemnity Reserve
CLM4124,4/17/23,11939,4834,Indemnity Reserve
CLM4125,12/19/23,15820,5480,Indemnity Reserve
CLM4126,6/4/23,28888,28103,Indemnity Reserve
CLM4127,6/7/23,42425,41226,Indemnity Reserve
CLM4128,10/28/23,24545,23286,Indemnity Reserve
CLM4129,12/16/23,3194,612,Indemnity Reserve
CLM4130,1/7/23,48099,40181,Indemnity Reserve
CLM4131,6/4/23,25335,1616,Indemnity Reserve
CLM4132,3/17/23,3247,2400,Indemnity Reserve
CLM4133,1/20/24,16185,6147,Indemnity Reserve
CLM4134,3/10/23,21837,10309,Indemnity Reserve
CLM4135,5/28/23,6792,3955,Indemnity Reserve
CLM4136,2/8/24,47220,21371,Indemnity Reserve
CLM4137,7/20/23,40436,24412,Indemnity Reserve
CLM4138,2/28/24,4205,4178,Indemnity Reserve
CLM4139,8/4/23,48178,42128,Indemnity Reserve
CLM4140,8/9/23,34660,10608,Indemnity Reserve
CLM4141,1/1/23,8245,6280,Indemnity Reserve
CLM4142,1/1/23,46937,36366,Indemnity Reserve
CLM4143,1/10/23,16785,8707,Indemnity Reserve
CLM4144,6/27/23,46435,3073,Indemnity Reserve
CLM4145,3/10/23,7470,5554,Indemnity Reserve
CLM4146,5/13/24,21696,249,Indemnity Reserve
CLM4147,9/12/23,10097,1106,Indemnity Reserve
CLM4148,9/16/23,22485,20021,Indemnity Reserve
CLM4149,3/21/23,4413,3239,Indemnity Reserve
CLM4150,9/16/23,32986,1514,Indemnity Reserve
CLM4151,4/25/23,15230,5024,Indemnity Reserve
CLM4152,1/12/24,42311,36617,Indemnity Reserve
CLM4153,12/10/23,34091,27755,Indemnity Reserve
CLM4154,2/4/23,32194,27046,Indemnity Reserve
CLM4155,9/23/23,48330,21783,Indemnity Reserve
CLM4156,11/25/23,15927,4130,Indemnity Reserve
CLM4157,5/24/24,5966,336,Indemnity Reserve
CLM4158,6/11/24,40138,19092,Indemnity Reserve
CLM4159,5/13/23,21086,6778,Indemnity Reserve
CLM4160,5/28/23,28959,14270,Indemnity Reserve
CLM4161,2/24/23,35439,10660,Indemnity Reserve
CLM4162,2/5/24,3306,2143,Indemnity Reserve
CLM4163,4/15/24,10976,7464,Indemnity Reserve
CLM4164,10/23/23,29377,10405,Indemnity Reserve
CLM4165,1/29/23,23067,1589,Indemnity Reserve
CLM4166,4/8/23,9262,2373,Indemnity Reserve
CLM4167,4/21/24,22937,62,Indemnity Reserve
CLM4168,12/6/23,38020,29440,Indemnity Reserve
CLM4169,1/11/24,19498,1580,Indemnity Reserve
CLM4170,3/27/23,36400,30333,Indemnity Reserve
CLM4171,11/12/23,14491,6019,Indemnity Reserve
CLM4172,5/7/23,35648,21944,Indemnity Reserve
CLM4173,2/21/24,1831,186,Indemnity Reserve
CLM4174,2/13/24,20024,15700,Indemnity Reserve
CLM4175,4/9/24,4729,4493,Indemnity Reserve
CLM4176,7/9/23,2842,2413,Indemnity Reserve
CLM4177,4/9/24,36316,20331,Indemnity Reserve
CLM4178,9/27/23,11793,6591,Indemnity Reserve
CLM4179,7/10/23,47300,42362,Indemnity Reserve
CLM4180,2/18/24,44304,10168,Indemnity Reserve
CLM4181,3/1/23,5665,1192,Indemnity Reserve
CLM4182,4/14/23,37354,14811,Indemnity Reserve
CLM4183,9/30/23,25370,22079,Indemnity Reserve
CLM4184,10/2/23,42316,3614,Indemnity Reserve
CLM4185,3/28/24,26427,17465,Indemnity Reserve
CLM4186,10/22/23,7729,5106,Indemnity Reserve
CLM4187,6/18/23,22361,20208,Indemnity Reserve
CLM4188,6/6/23,41557,30233,Indemnity Reserve
CLM4189,4/6/24,23846,19543,Indemnity Reserve
CLM4190,3/17/23,12550,3678,Indemnity Reserve
CLM4191,3/31/24,33495,29469,Indemnity Reserve
CLM4192,8/2/23,42874,6468,Indemnity Reserve
CLM4193,9/28/23,34151,32711,Indemnity Reserve
CLM4194,2/6/23,28911,21873,Indemnity Reserve
CLM4195,11/10/23,6888,1039,Indemnity Reserve
CLM4196,12/9/23,10090,2199,Indemnity Reserve
CLM4197,2/3/23,26612,20985,Indemnity Reserve
CLM4198,2/3/24,19994,1359,Indemnity Reserve
CLM4199,3/13/24,11567,5550,Indemnity Reserve
CLM4200,3/20/23,39993,20247,Indemnity Reserve
CLM4201,1/2/23,26168,25805,Indemnity Reserve
CLM4202,9/29/23,8547,2540,Indemnity Reserve
CLM4203,8/12/23,2215,229,Indemnity Reserve
CLM4204,2/26/24,3264,1360,Indemnity Reserve
CLM4205,7/20/23,20393,18693,Indemnity Reserve
CLM4206,1/23/23,2472,709,Indemnity Reserve
CLM4207,10/6/23,14411,1300,Indemnity Reserve
CLM4208,1/12/23,43530,267,Indemnity Reserve
CLM4209,12/21/23,36284,5965,Indemnity Reserve
CLM4210,9/7/23,7818,4769,Indemnity Reserve
CLM4211,10/5/23,38587,34102,Indemnity Reserve
CLM4212,10/20/23,26736,3850,Indemnity Reserve
CLM4213,5/8/23,33391,22480,Indemnity Reserve
CLM4214,4/7/23,26688,15037,Indemnity Reserve
CLM4215,12/31/23,41521,11933,Indemnity Reserve
CLM4216,5/16/24,16133,15955,Indemnity Reserve
CLM4217,2/4/24,19318,10067,Indemnity Reserve
CLM4218,6/26/24,32885,24485,Indemnity Reserve
CLM4219,4/11/23,6042,954,Indemnity Reserve
CLM4220,1/21/23,39931,64,Indemnity Reserve
CLM4221,1/20/23,43142,16926,Indemnity Reserve
CLM4222,3/17/23,45845,21430,Indemnity Reserve
CLM4223,2/1/23,31877,585,Indemnity Reserve
CLM4224,5/21/24,41211,35766,Indemnity Reserve
CLM4225,5/12/23,18338,15590,Indemnity Reserve
CLM4226,5/17/24,26950,68,Indemnity Reserve
CLM4227,1/27/24,7931,4533,Indemnity Reserve
CLM4228,6/9/24,18015,17455,Indemnity Reserve
CLM4229,1/21/23,13633,12204,Indemnity Reserve
CLM4230,2/24/24,7054,6156,Indemnity Reserve
CLM4231,9/29/23,36452,15167,Indemnity Reserve
CLM4232,9/27/23,46376,39104,Indemnity Reserve
CLM4233,11/3/23,37874,10614,Indemnity Reserve
CLM4234,3/30/23,20843,3025,Indemnity Reserve
CLM4235,4/28/23,5022,4039,Indemnity Reserve
CLM4236,10/10/23,33251,10443,Indemnity Reserve
CLM4237,3/14/24,7115,3673,Indemnity Reserve
CLM4238,11/17/23,18911,9248,Indemnity Reserve
CLM4239,6/7/23,48109,36569,Indemnity Reserve
CLM4240,5/1/24,34352,2757,Indemnity Reserve
CLM4241,11/6/23,21367,18257,Indemnity Reserve
CLM4242,4/22/23,5107,4185,Indemnity Reserve
CLM4243,1/5/23,28452,19627,Indemnity Reserve
CLM4244,4/14/24,28972,9367,Indemnity Reserve
CLM4245,9/6/23,49864,23885,Indemnity Reserve
CLM4246,12/18/23,34294,7982,Indemnity Reserve
CLM4247,6/25/23,26266,24539,Indemnity Reserve
CLM4248,4/22/23,10270,9693,Indemnity Reserve
CLM4249,7/30/23,34801,15115,Indemnity Reserve
CLM4250,10/27/23,6080,5238,Indemnity Reserve
CLM4251,2/7/23,17568,14379,Indemnity Reserve
CLM4252,3/21/24,30897,4094,Indemnity Reserve
CLM4253,10/24/23,4321,3264,Indemnity Reserve
CLM4254,11/22/23,18105,6642,Indemnity Reserve
CLM4255,4/19/23,17131,13895,Indemnity Reserve
CLM4256,10/16/23,15659,2441,Indemnity Reserve
CLM4257,1/8/23,40214,32335,Indemnity Reserve
CLM4258,1/3/23,37627,15794,Indemnity Reserve
CLM4259,5/13/23,20401,18926,Indemnity Reserve
CLM4260,7/24/23,27360,13613,Indemnity Reserve
CLM4261,5/5/23,3174,107,Indemnity Reserve
CLM4262,2/26/24,11465,2239,Indemnity Reserve
CLM4263,4/27/23,13610,5686,Indemnity Reserve
CLM4264,9/16/23,49004,45745,Indemnity Reserve
CLM4265,3/30/24,22081,19738,Indemnity Reserve
CLM4266,9/12/23,26990,23332,Indemnity Reserve
CLM4267,3/15/24,19858,5938,Indemnity Reserve
CLM4268,3/28/23,25897,13006,Indemnity Reserve
CLM4269,7/8/23,35239,23213,Indemnity Reserve
CLM4270,12/22/23,13757,13685,Indemnity Reserve
CLM4271,6/29/23,44511,41175,Indemnity Reserve
CLM4272,10/5/23,46419,14388,Indemnity Reserve
CLM4273,1/3/24,7623,4063,Indemnity Reserve
CLM4274,2/17/23,18431,13433,Indemnity Reserve
CLM4275,3/17/24,35912,13735,Indemnity Reserve
CLM4276,3/2/23,7717,436,Indemnity Reserve
CLM4277,1/4/23,8488,1122,Indemnity Reserve
CLM4278,6/19/24,45249,14035,Indemnity Reserve
CLM4279,1/27/24,25230,19251,Indemnity Reserve
CLM4280,11/28/23,27279,9318,Indemnity Reserve
CLM4281,12/22/23,10698,3480,Indemnity Reserve
CLM4282,12/7/23,5253,2274,Indemnity Reserve
CLM4283,1/31/23,44310,19154,Indemnity Reserve
CLM4284,1/17/23,49101,41680,Indemnity Reserve
CLM4285,1/15/23,13330,7130,Indemnity Reserve
CLM4286,1/14/24,2561,1206,Indemnity Reserve
CLM4287,2/25/24,34153,33286,Indemnity Reserve
CLM4288,2/16/23,42280,8717,Indemnity Reserve
CLM4289,11/28/23,19341,3597,Indemnity Reserve
CLM4290,4/14/24,39053,7990,Indemnity Reserve
CLM4291,5/17/23,32033,8798,Indemnity Reserve
CLM4292,3/18/23,30759,8300,Indemnity Reserve
CLM4293,2/2/23,6145,773,Indemnity Reserve
CLM4294,9/22/23,3769,2042,Indemnity Reserve
CLM4295,10/13/23,42866,29206,Indemnity Reserve
CLM4296,4/8/24,18067,1225,Indemnity Reserve
CLM4297,6/21/24,7790,1034,Indemnity Reserve
CLM4298,4/17/23,34411,2786,Indemnity Reserve
CLM4299,5/18/23,35363,16663,Indemnity Reserve
CLM4300,11/13/23,31893,22866,Indemnity Reserve
CLM4301,2/18/23,35842,3152,Indemnity Reserve
CLM4302,10/15/23,49933,35603,Indemnity Reserve
CLM4303,9/15/23,32499,2771,Indemnity Reserve
CLM4304,7/7/23,20116,13040,Indemnity Reserve
CLM4305,6/12/24,7855,4212,Indemnity Reserve
CLM4306,5/19/24,2353,2091,Indemnity Reserve
CLM4307,5/5/23,34508,27216,Indemnity Reserve
CLM4308,5/2/24,22917,2842,Indemnity Reserve
CLM4309,4/18/24,43664,21547,Indemnity Reserve
CLM4310,6/1/23,22597,20714,Indemnity Reserve
CLM4311,11/14/23,33136,7357,Indemnity Reserve
CLM4312,9/5/23,18706,17203,Indemnity Reserve
CLM4313,10/1/23,38480,32074,Indemnity Reserve
CLM4314,2/22/24,44382,19236,Indemnity Reserve
CLM4315,5/17/23,17119,13167,Indemnity Reserve
CLM4316,5/16/23,6842,2416,Indemnity Reserve
CLM4317,2/24/23,5036,4836,Indemnity Reserve
CLM4318,3/1/23,47655,25376,Indemnity Reserve
CLM4319,12/2/23,7323,780,Indemnity Reserve
CLM4320,6/30/23,45169,5428,Indemnity Reserve
CLM4321,3/20/24,11462,8755,Indemnity Reserve
CLM4322,3/24/23,11902,6433,Indemnity Reserve
CLM4323,6/14/24,1956,1254,Indemnity Reserve
CLM4324,5/1/23,33639,31840,Indemnity Reserve
CLM4325,4/13/24,30661,25621,Indemnity Reserve
CLM4326,12/8/23,15454,15398,Indemnity Reserve
CLM4327,1/10/24,13483,964,Indemnity Reserve
CLM4328,4/17/23,31931,13891,Indemnity Reserve
CLM4329,5/24/24,38621,37673,Indemnity Reserve
CLM4330,11/25/23,27118,15524,Indemnity Reserve
CLM4331,5/26/24,26722,20590,Indemnity Reserve
CLM4332,12/25/23,2803,15,Indemnity Reserve
CLM4333,6/3/24,36436,33223,Indemnity Reserve
CLM4334,1/27/23,21855,15531,Indemnity Reserve
CLM4335,2/21/23,44209,24139,Indemnity Reserve
CLM4336,1/25/24,32444,29497,Indemnity Reserve
CLM4337,7/23/23,3398,3261,Indemnity Reserve
CLM4338,5/13/23,8380,8252,Indemnity Reserve
CLM4339,2/5/23,3042,2896,Indemnity Reserve
CLM4340,2/16/23,5284,2275,Indemnity Reserve
CLM4341,6/11/24,14682,3389,Indemnity Reserve
CLM4342,2/5/23,4483,3019,Indemnity Reserve
CLM4343,1/13/23,49998,42687,Indemnity Reserve
CLM4344,8/4/23,1550,1038,Indemnity Reserve
CLM4345,4/21/24,22504,7680,Indemnity Reserve
CLM4346,7/12/23,36900,32048,Indemnity Reserve
CLM4347,9/30/23,14027,12505,Indemnity Reserve
CLM4348,1/10/23,19601,16339,Indemnity Reserve
CLM4349,6/10/24,2071,754,Indemnity Reserve
CLM4350,5/16/24,33546,26746,Indemnity Reserve
CLM4351,3/24/23,42723,5018,Indemnity Reserve
CLM4352,11/20/23,7410,1262,Indemnity Reserve
CLM4353,5/7/24,27742,969,Indemnity Reserve
CLM4354,9/18/23,18771,319,Indemnity Reserve
CLM4355,10/11/23,32365,660,Indemnity Reserve
CLM4356,7/11/23,38049,31070,Indemnity Reserve
CLM4357,4/4/23,13418,10216,Indemnity Reserve
CLM4358,10/22/23,32024,1024,Indemnity Reserve
CLM4359,10/5/23,31712,18045,Indemnity Reserve
CLM4360,3/29/23,6956,6395,Indemnity Reserve
CLM4361,1/25/24,35542,25136,Indemnity Reserve
CLM4362,6/6/23,22310,12396,Indemnity Reserve
CLM4363,8/22/23,5766,4880,Indemnity Reserve
CLM4364,1/6/23,18260,17651,Indemnity Reserve
CLM4365,7/12/23,3527,2631,Indemnity Reserve
CLM4366,9/9/23,46464,2375,Indemnity Reserve
CLM4367,11/30/23,2428,823,Indemnity Reserve
CLM4368,12/11/23,7242,3562,Indemnity Reserve
CLM4369,3/3/24,38013,4359,Indemnity Reserve
CLM4370,7/29/23,13646,11571,Indemnity Reserve
CLM4371,5/4/24,42278,22497,Indemnity Reserve
CLM4372,3/10/23,37017,1155,Indemnity Reserve
CLM4373,10/5/23,30974,17613,Indemnity Reserve
CLM4374,12/15/23,22419,21822,Indemnity Reserve
CLM4375,5/20/24,21039,13972,Indemnity Reserve
CLM4376,10/26/23,11877,8394,Indemnity Reserve
CLM4377,7/18/23,1191,734,Indemnity Reserve
CLM4378,9/13/23,26000,5185,Indemnity Reserve
CLM4379,11/9/23,30417,27100,Indemnity Reserve
CLM4380,1/17/23,42711,37981,Indemnity Reserve
CLM4381,4/23/23,40929,13497,Indemnity Reserve
CLM4382,2/13/23,24629,18559,Indemnity Reserve
CLM4383,3/24/23,42410,32809,Indemnity Reserve
CLM4384,12/30/23,30970,3283,Indemnity Reserve
CLM4385,3/12/24,3216,195,Indemnity Reserve
CLM4386,3/26/24,27161,2039,Indemnity Reserve
CLM4387,2/24/23,7925,7113,Indemnity Reserve
CLM4388,4/12/24,6333,4451,Indemnity Reserve
CLM4389,5/31/23,39659,27341,Indemnity Reserve
CLM4390,4/13/23,16561,2995,Indemnity Reserve
CLM4391,2/2/24,2859,2653,Indemnity Reserve
CLM4392,4/19/23,40394,7467,Indemnity Reserve
CLM4393,5/19/24,34105,9524,Indemnity Reserve
CLM4394,10/13/23,25825,19413,Indemnity Reserve
CLM4395,1/4/23,43261,4558,Indemnity Reserve
CLM4396,4/22/24,29995,9049,Indemnity Reserve
CLM4397,6/7/24,38058,35301,Indemnity Reserve
CLM4398,5/8/24,42773,21408,Indemnity Reserve
CLM4399,3/1/24,47543,4532,Indemnity Reserve
CLM4400,9/11/23,30333,3042,Indemnity Reserve
CLM4401,7/7/23,37792,36875,Indemnity Reserve
CLM4402,5/13/24,44967,35074,Indemnity Reserve
CLM4403,8/9/23,4934,3091,Indemnity Reserve
CLM4404,5/14/24,4090,1815,Indemnity Reserve
CLM4405,3/14/23,5112,662,Indemnity Reserve
CLM4406,5/12/23,24181,13580,Indemnity Reserve
CLM4407,11/7/23,33342,21200,Indemnity Reserve
CLM4408,1/6/24,32282,7345,Indemnity Reserve
CLM4409,6/25/24,42657,11325,Indemnity Reserve
CLM4410,10/9/23,49274,23431,Indemnity Reserve
CLM4411,4/27/24,34753,27421,Indemnity Reserve
CLM4412,7/5/23,28873,28500,Indemnity Reserve
CLM4413,6/27/23,44093,23382,Indemnity Reserve
CLM4414,4/15/24,47120,20894,Indemnity Reserve
CLM4415,4/18/24,16737,1737,Indemnity Reserve
CLM4416,2/19/23,32648,8933,Indemnity Reserve
CLM4417,3/7/24,43899,5380,Indemnity Reserve
CLM4418,2/29/24,38627,17739,Indemnity Reserve
CLM4419,4/13/23,7984,3279,Indemnity Reserve
CLM4420,3/30/24,44237,4130,Indemnity Reserve
CLM4421,5/7/24,34391,12634,Indemnity Reserve
CLM4422,5/16/23,49102,11109,Indemnity Reserve
CLM4423,6/21/24,5767,1308,Indemnity Reserve
CLM4424,6/20/24,49499,41427,Indemnity Reserve
CLM4425,4/1/23,22663,6347,Indemnity Reserve
CLM4426,12/25/23,15664,5040,Indemnity Reserve
CLM4427,1/9/24,37481,6054,Indemnity Reserve
CLM4428,2/8/24,31357,28686,Indemnity Reserve
CLM4429,1/24/23,22862,19429,Indemnity Reserve
CLM4430,4/10/24,31535,12114,Indemnity Reserve
CLM4431,11/22/23,1739,1673,Indemnity Reserve
CLM4432,1/14/24,40668,12284,Indemnity Reserve
CLM4433,3/9/24,38171,32646,Indemnity Reserve
CLM4434,5/17/23,15477,7684,Indemnity Reserve
CLM4435,11/17/23,8780,2615,Indemnity Reserve
CLM4436,2/14/23,4285,2152,Indemnity Reserve
CLM4437,11/25/23,22863,14593,Indemnity Reserve
CLM4438,6/26/24,6739,6691,Indemnity Reserve
CLM4439,8/30/23,34938,30409,Indemnity Reserve
CLM4440,6/8/23,3255,1175,Indemnity Reserve
CLM4441,11/18/23,19158,2746,Indemnity Reserve
CLM4442,3/9/23,27941,2721,Indemnity Reserve
CLM4443,1/24/23,35129,34456,Indemnity Reserve
CLM4444,12/26/23,37756,12767,Indemnity Reserve
CLM4445,8/7/23,12908,9113,Indemnity Reserve
CLM4446,12/22/23,5048,3506,Indemnity Reserve
CLM4447,3/9/23,31727,4736,Indemnity Reserve
CLM4448,5/8/24,13793,7767,Indemnity Reserve
CLM4449,12/3/23,46652,38691,Indemnity Reserve
CLM4450,8/18/23,42280,22483,Indemnity Reserve
CLM4451,1/28/23,10813,8053,Indemnity Reserve
CLM4452,1/1/24,34551,23499,Indemnity Reserve
CLM4453,10/16/23,39653,26078,Indemnity Reserve
CLM4454,3/15/24,35194,540,Indemnity Reserve
CLM4455,3/7/23,23620,18337,Indemnity Reserve
CLM4456,2/10/23,44742,34464,Indemnity Reserve
CLM4457,8/26/23,41559,639,Indemnity Reserve
CLM4458,7/23/23,47742,12257,Indemnity Reserve
CLM4459,10/6/23,27297,14515,Indemnity Reserve
CLM4460,1/17/24,15072,11110,Indemnity Reserve
CLM4461,11/9/23,12388,6293,Indemnity Reserve
CLM4462,5/7/23,34978,29602,Indemnity Reserve
CLM4463,2/18/24,21544,5571,Indemnity Reserve
CLM4464,1/30/23,9762,1371,Indemnity Reserve
CLM4465,6/2/23,22376,2959,Indemnity Reserve
CLM4466,4/26/24,17251,2498,Indemnity Reserve
CLM4467,4/1/23,9143,8809,Indemnity Reserve
CLM4468,3/31/24,27507,19247,Indemnity Reserve
CLM4469,8/14/23,49000,3912,Indemnity Reserve
CLM4470,5/8/24,40185,21947,Indemnity Reserve
CLM4471,3/28/23,1787,1265,Indemnity Reserve
CLM4472,6/17/23,21492,952,Indemnity Reserve
CLM4473,4/17/24,31202,29892,Indemnity Reserve
CLM4474,1/9/24,10427,6393,Indemnity Reserve
CLM4475,6/3/23,1431,1212,Indemnity Reserve
CLM4476,8/19/23,19837,6735,Indemnity Reserve
CLM4477,3/31/23,6909,5333,Indemnity Reserve
CLM4478,6/27/24,26294,7210,Indemnity Reserve
CLM4479,8/24/23,48920,26123,Indemnity Reserve
CLM4480,7/15/23,33941,6044,Indemnity Reserve
CLM4481,1/15/24,3523,2481,Indemnity Reserve
CLM4482,3/6/24,27660,14998,Indemnity Reserve
CLM4483,4/16/23,11222,3733,Indemnity Reserve
CLM4484,5/24/23,38296,13714,Indemnity Reserve
CLM4485,8/2/23,12724,319,Indemnity Reserve
CLM4486,8/5/23,16608,13881,Indemnity Reserve
CLM4487,2/15/23,6419,4304,Indemnity Reserve
CLM4488,5/9/23,27979,7248,Indemnity Reserve
CLM4489,2/22/23,45968,17758,Indemnity Reserve
CLM4490,8/22/23,15395,8409,Indemnity Reserve
CLM4491,4/9/24,21642,5010,Indemnity Reserve
CLM4492,7/11/23,27810,15816,Indemnity Reserve
CLM4493,1/2/23,31023,21377,Indemnity Reserve
CLM4494,1/14/23,48023,42439,Indemnity Reserve
CLM4495,1/7/24,43484,33146,Indemnity Reserve
CLM4496,1/8/23,24457,21247,Indemnity Reserve
CLM4497,4/16/23,22536,3849,Indemnity Reserve
CLM4498,4/1/24,2935,600,Indemnity Reserve
CLM4499,3/4/23,44938,5237,Indemnity Reserve
CLM4500,1/10/24,43016,19012,Indemnity Reserve
CLM4501,1/20/23,40090,34736,Indemnity Reserve
CLM4502,2/20/24,9333,5188,Indemnity Reserve
CLM4503,3/18/24,42814,41111,Indemnity Reserve
CLM4504,6/30/24,40233,36641,Indemnity Reserve
CLM4505,2/21/24,8727,2602,Indemnity Reserve
CLM4506,5/17/23,37929,36468,Indemnity Reserve
CLM4507,7/9/23,24369,8092,Indemnity Reserve
CLM4508,2/19/23,47274,34108,Indemnity Reserve
CLM4509,7/23/23,31612,14172,Indemnity Reserve
CLM4510,5/11/23,2638,1925,Indemnity Reserve
CLM4511,4/9/23,13609,7842,Indemnity Reserve
CLM4512,12/2/23,10397,2458,Indemnity Reserve
CLM4513,7/2/23,20316,986,Indemnity Reserve
CLM4514,6/22/24,10506,7755,Indemnity Reserve
CLM4515,7/25/23,46764,697,Indemnity Reserve
