Insured/Policyholder ID,Demographics,Location,Customer Segment,Years as Customer,Number of Policies Held,Previous Claims History
INS58076,"55, Female, Single","Augusta, GA, 30901",Standard,10,1,"1 prior claim, $2000 total paid"
INS58077,"28, Female, Single","Columbus, GA, 31901",Commercial,11,3,"1 prior claim, $2000 total paid"
INS58078,"60, Male, Single","Augusta, GA, 30901",Standard,7,1,"2 prior claims, $15000 total paid"
INS58079,"40, Male, Married","Macon, GA, 31201",Small Business,15,3,"1 prior claim, $2000 total paid"
INS58080,"60, Male, Single","Roswell, GA, 30075",Standard,15,4,"1 prior claim, $5000 total paid"
INS58081,"60, Male, Single","Columbus, GA, 31901",Commercial,11,1,0 prior claims
INS58082,"50, Female, Married","Athens, GA, 30601",Standard,6,1,"1 prior claim, $5000 total paid"
INS58083,"40, Male, Married","Columbus, GA, 31901",Standard,16,2,"2 prior claims, $15000 total paid"
INS58084,"55, Female, Single","Macon, GA, 31201",Commercial,9,3,"1 prior claim, $2000 total paid"
INS58085,"35, Male, Single","Albany, GA, 31701",Commercial,17,1,"3 prior claims, $20000 total paid"
INS58086,"45, Male, Married","Savannah, GA, 31401",Commercial,12,2,"3 prior claims, $20000 total paid"
INS58087,"40, Male, Married","Roswell, GA, 30075",Commercial,12,4,"1 prior claim, $5000 total paid"
INS58088,"55, Female, Single","Atlanta, GA, 30303",Commercial,9,3,"2 prior claims, $15000 total paid"
INS58089,"30, Female, Married","Savannah, GA, 31401",High Value,2,4,0 prior claims
INS58090,"35, Male, Single","Atlanta, GA, 30303",Commercial,19,1,"2 prior claims, $15000 total paid"
INS58091,"35, Male, Single","Macon, GA, 31201",Standard,9,2,0 prior claims
INS58092,"50, Female, Married","Atlanta, GA, 30303",High Value,1,2,"1 prior claim, $5000 total paid"
INS58093,"60, Male, Single","Savannah, GA, 31401",Standard,5,1,"1 prior claim, $2000 total paid"
INS58094,"60, Male, Single","Albany, GA, 31701",High Value,1,4,"1 prior claim, $5000 total paid"
INS58095,"28, Female, Single","Savannah, GA, 31401",Standard,20,4,"1 prior claim, $2000 total paid"
INS58096,"50, Female, Married","Atlanta, GA, 30303",Commercial,15,1,"1 prior claim, $2000 total paid"
INS58097,"30, Female, Married","Albany, GA, 31701",Commercial,7,4,"1 prior claim, $2000 total paid"
INS58098,"28, Female, Single","Roswell, GA, 30075",Standard,17,4,"1 prior claim, $2000 total paid"
INS58099,"45, Male, Married","Albany, GA, 31701",Standard,3,2,"1 prior claim, $2000 total paid"
INS58100,"35, Male, Single","Athens, GA, 30601",Standard,9,1,"1 prior claim, $5000 total paid"
INS58101,"55, Female, Single","Albany, GA, 31701",High Value,9,4,"1 prior claim, $5000 total paid"
INS58102,"50, Female, Married","Roswell, GA, 30075",Commercial,17,2,"1 prior claim, $5000 total paid"
INS58103,"50, Female, Married","Macon, GA, 31201",Standard,11,1,0 prior claims
INS58104,"40, Male, Married","Athens, GA, 30601",Small Business,15,4,"1 prior claim, $5000 total paid"
INS58105,"30, Female, Married","Columbus, GA, 31901",Small Business,4,1,"2 prior claims, $15000 total paid"
INS58106,"45, Male, Married","Atlanta, GA, 30303",High Value,8,2,"2 prior claims, $15000 total paid"
INS58107,"35, Male, Single","Albany, GA, 31701",Small Business,20,2,0 prior claims
INS58108,"55, Female, Single","Macon, GA, 31201",High Value,17,1,"3 prior claims, $20000 total paid"
INS58109,"55, Female, Single","Albany, GA, 31701",Standard,8,3,"3 prior claims, $20000 total paid"
INS58110,"30, Female, Married","Columbus, GA, 31901",Standard,2,3,"1 prior claim, $2000 total paid"
INS58111,"50, Female, Married","Columbus, GA, 31901",Small Business,10,2,"3 prior claims, $20000 total paid"
INS58112,"50, Female, Married","Savannah, GA, 31401",High Value,3,4,"2 prior claims, $15000 total paid"
INS58113,"45, Male, Married","Savannah, GA, 31401",Small Business,6,3,"2 prior claims, $15000 total paid"
INS58114,"60, Male, Single","Augusta, GA, 30901",High Value,2,1,"2 prior claims, $15000 total paid"
INS58115,"50, Female, Married","Athens, GA, 30601",Small Business,5,3,"2 prior claims, $15000 total paid"
INS58116,"28, Female, Single","Augusta, GA, 30901",Standard,18,3,"1 prior claim, $5000 total paid"
INS58117,"30, Female, Married","Albany, GA, 31701",Standard,6,3,"1 prior claim, $2000 total paid"
INS58118,"35, Male, Single","Roswell, GA, 30075",Small Business,1,3,"3 prior claims, $20000 total paid"
INS58119,"35, Male, Single","Macon, GA, 31201",Standard,8,4,"2 prior claims, $15000 total paid"
INS58120,"60, Male, Single","Atlanta, GA, 30303",Standard,19,2,"1 prior claim, $2000 total paid"
INS58121,"28, Female, Single","Macon, GA, 31201",Small Business,5,3,"1 prior claim, $2000 total paid"
INS58122,"60, Male, Single","Albany, GA, 31701",Commercial,3,2,"1 prior claim, $5000 total paid"
INS58123,"50, Female, Married","Augusta, GA, 30901",High Value,16,4,0 prior claims
INS58124,"40, Male, Married","Roswell, GA, 30075",Commercial,1,1,"1 prior claim, $2000 total paid"
INS58125,"60, Male, Single","Atlanta, GA, 30303",High Value,15,2,0 prior claims
INS58126,"60, Male, Single","Athens, GA, 30601",Commercial,9,4,0 prior claims
INS58127,"30, Female, Married","Macon, GA, 31201",Small Business,10,3,"3 prior claims, $20000 total paid"
INS58128,"45, Male, Married","Columbus, GA, 31901",Small Business,7,1,"1 prior claim, $2000 total paid"
INS58129,"35, Male, Single","Athens, GA, 30601",High Value,6,1,"2 prior claims, $15000 total paid"
INS58130,"40, Male, Married","Albany, GA, 31701",High Value,13,1,0 prior claims
INS58131,"50, Female, Married","Savannah, GA, 31401",Standard,11,1,"3 prior claims, $20000 total paid"
INS58132,"55, Female, Single","Augusta, GA, 30901",Small Business,18,2,"3 prior claims, $20000 total paid"
INS58133,"35, Male, Single","Macon, GA, 31201",Standard,11,2,"1 prior claim, $2000 total paid"
INS58134,"28, Female, Single","Athens, GA, 30601",Small Business,2,1,"2 prior claims, $15000 total paid"
INS58135,"40, Male, Married","Savannah, GA, 31401",Commercial,18,2,"3 prior claims, $20000 total paid"
INS58136,"60, Male, Single","Columbus, GA, 31901",Commercial,17,3,"2 prior claims, $15000 total paid"
INS58137,"60, Male, Single","Savannah, GA, 31401",Small Business,8,2,"3 prior claims, $20000 total paid"
INS58138,"30, Female, Married","Roswell, GA, 30075",Commercial,8,4,"1 prior claim, $5000 total paid"
INS58139,"28, Female, Single","Roswell, GA, 30075",Small Business,2,1,0 prior claims
INS58140,"45, Male, Married","Atlanta, GA, 30303",Standard,14,4,"1 prior claim, $2000 total paid"
INS58141,"50, Female, Married","Savannah, GA, 31401",Commercial,18,4,"3 prior claims, $20000 total paid"
INS58142,"40, Male, Married","Athens, GA, 30601",Commercial,4,3,"1 prior claim, $5000 total paid"
INS58143,"55, Female, Single","Augusta, GA, 30901",High Value,1,4,"3 prior claims, $20000 total paid"
INS58144,"55, Female, Single","Augusta, GA, 30901",Small Business,18,2,"2 prior claims, $15000 total paid"
INS58145,"40, Male, Married","Atlanta, GA, 30303",Commercial,10,1,"2 prior claims, $15000 total paid"
INS58146,"60, Male, Single","Albany, GA, 31701",Commercial,20,3,0 prior claims
INS58147,"45, Male, Married","Savannah, GA, 31401",Commercial,11,1,"2 prior claims, $15000 total paid"
INS58148,"35, Male, Single","Columbus, GA, 31901",Commercial,18,3,0 prior claims
INS58149,"35, Male, Single","Macon, GA, 31201",Standard,2,4,0 prior claims
INS58150,"50, Female, Married","Athens, GA, 30601",Small Business,18,3,"1 prior claim, $5000 total paid"
INS58151,"30, Female, Married","Albany, GA, 31701",Commercial,16,1,"3 prior claims, $20000 total paid"
INS58152,"45, Male, Married","Macon, GA, 31201",Commercial,6,4,"2 prior claims, $15000 total paid"
INS58153,"35, Male, Single","Augusta, GA, 30901",High Value,13,4,"3 prior claims, $20000 total paid"
INS58154,"35, Male, Single","Albany, GA, 31701",Small Business,6,3,"1 prior claim, $5000 total paid"
INS58155,"35, Male, Single","Atlanta, GA, 30303",Standard,3,3,"1 prior claim, $2000 total paid"
INS58156,"50, Female, Married","Augusta, GA, 30901",Small Business,10,3,"2 prior claims, $15000 total paid"
INS58157,"40, Male, Married","Roswell, GA, 30075",Commercial,13,2,"3 prior claims, $20000 total paid"
INS58158,"28, Female, Single","Roswell, GA, 30075",Small Business,12,4,"1 prior claim, $2000 total paid"
INS58159,"45, Male, Married","Roswell, GA, 30075",Commercial,17,1,0 prior claims
INS58160,"35, Male, Single","Athens, GA, 30601",High Value,11,1,"3 prior claims, $20000 total paid"
INS58161,"60, Male, Single","Savannah, GA, 31401",Commercial,6,2,"2 prior claims, $15000 total paid"
INS58162,"45, Male, Married","Savannah, GA, 31401",Small Business,12,4,0 prior claims
INS58163,"60, Male, Single","Athens, GA, 30601",Commercial,7,1,"2 prior claims, $15000 total paid"
INS58164,"45, Male, Married","Roswell, GA, 30075",Standard,5,4,0 prior claims
INS58165,"45, Male, Married","Athens, GA, 30601",Commercial,18,2,"1 prior claim, $5000 total paid"
INS58166,"55, Female, Single","Atlanta, GA, 30303",Standard,13,2,"1 prior claim, $5000 total paid"
INS58167,"30, Female, Married","Savannah, GA, 31401",High Value,7,1,"1 prior claim, $5000 total paid"
INS58168,"45, Male, Married","Savannah, GA, 31401",High Value,12,4,"3 prior claims, $20000 total paid"
INS58169,"45, Male, Married","Roswell, GA, 30075",Standard,9,3,0 prior claims
INS58170,"50, Female, Married","Albany, GA, 31701",Commercial,5,2,"2 prior claims, $15000 total paid"
INS58171,"28, Female, Single","Atlanta, GA, 30303",Commercial,18,3,"1 prior claim, $5000 total paid"
INS58172,"55, Female, Single","Columbus, GA, 31901",High Value,6,2,"1 prior claim, $5000 total paid"
INS58173,"30, Female, Married","Augusta, GA, 30901",Small Business,17,4,"2 prior claims, $15000 total paid"
INS58174,"30, Female, Married","Albany, GA, 31701",Commercial,2,2,"3 prior claims, $20000 total paid"
INS58175,"45, Male, Married","Athens, GA, 30601",Small Business,17,3,"1 prior claim, $2000 total paid"
INS58176,"55, Female, Single","Albany, GA, 31701",High Value,3,3,"2 prior claims, $15000 total paid"
INS58177,"28, Female, Single","Columbus, GA, 31901",Standard,17,4,"1 prior claim, $5000 total paid"
INS58178,"50, Female, Married","Roswell, GA, 30075",High Value,20,1,"3 prior claims, $20000 total paid"
INS58179,"45, Male, Married","Albany, GA, 31701",Commercial,4,3,0 prior claims
INS58180,"60, Male, Single","Atlanta, GA, 30303",Standard,2,2,"1 prior claim, $2000 total paid"
INS58181,"40, Male, Married","Roswell, GA, 30075",High Value,9,1,"1 prior claim, $2000 total paid"
INS58182,"28, Female, Single","Columbus, GA, 31901",Commercial,18,2,0 prior claims
INS58183,"45, Male, Married","Albany, GA, 31701",Commercial,7,1,"3 prior claims, $20000 total paid"
INS58184,"50, Female, Married","Albany, GA, 31701",Standard,12,4,"3 prior claims, $20000 total paid"
INS58185,"60, Male, Single","Augusta, GA, 30901",Small Business,5,1,"2 prior claims, $15000 total paid"
INS58186,"40, Male, Married","Albany, GA, 31701",Commercial,19,3,"2 prior claims, $15000 total paid"
INS58187,"50, Female, Married","Macon, GA, 31201",High Value,10,3,"1 prior claim, $2000 total paid"
INS58188,"40, Male, Married","Athens, GA, 30601",Standard,19,2,"1 prior claim, $5000 total paid"
INS58189,"60, Male, Single","Athens, GA, 30601",Standard,17,1,"3 prior claims, $20000 total paid"
INS58190,"35, Male, Single","Albany, GA, 31701",Commercial,4,2,0 prior claims
INS58191,"60, Male, Single","Macon, GA, 31201",Standard,18,2,"1 prior claim, $5000 total paid"
INS58192,"35, Male, Single","Columbus, GA, 31901",Standard,9,4,"3 prior claims, $20000 total paid"
INS58193,"30, Female, Married","Roswell, GA, 30075",Standard,19,1,"1 prior claim, $2000 total paid"
INS58194,"60, Male, Single","Savannah, GA, 31401",Small Business,3,4,"1 prior claim, $5000 total paid"
INS58195,"55, Female, Single","Savannah, GA, 31401",Standard,1,2,"3 prior claims, $20000 total paid"
INS58196,"35, Male, Single","Athens, GA, 30601",High Value,15,2,"1 prior claim, $2000 total paid"
INS58197,"50, Female, Married","Savannah, GA, 31401",Commercial,2,2,"2 prior claims, $15000 total paid"
INS58198,"60, Male, Single","Macon, GA, 31201",Commercial,6,1,0 prior claims
INS58199,"28, Female, Single","Atlanta, GA, 30303",Standard,5,3,"1 prior claim, $5000 total paid"
INS58200,"40, Male, Married","Albany, GA, 31701",High Value,8,2,"1 prior claim, $2000 total paid"
INS58201,"55, Female, Single","Savannah, GA, 31401",High Value,2,2,"1 prior claim, $2000 total paid"
INS58202,"30, Female, Married","Atlanta, GA, 30303",Standard,1,2,"2 prior claims, $15000 total paid"
INS58203,"28, Female, Single","Roswell, GA, 30075",Standard,2,2,"1 prior claim, $5000 total paid"
INS58204,"35, Male, Single","Savannah, GA, 31401",Commercial,5,2,"1 prior claim, $5000 total paid"
INS58205,"35, Male, Single","Macon, GA, 31201",Commercial,12,2,"3 prior claims, $20000 total paid"
INS58206,"45, Male, Married","Albany, GA, 31701",Standard,1,4,"3 prior claims, $20000 total paid"
INS58207,"28, Female, Single","Macon, GA, 31201",Small Business,15,2,"3 prior claims, $20000 total paid"
INS58208,"55, Female, Single","Athens, GA, 30601",Commercial,17,1,"2 prior claims, $15000 total paid"
INS58209,"30, Female, Married","Columbus, GA, 31901",Commercial,18,2,"2 prior claims, $15000 total paid"
INS58210,"55, Female, Single","Macon, GA, 31201",Commercial,18,3,"1 prior claim, $5000 total paid"
INS58211,"45, Male, Married","Savannah, GA, 31401",Small Business,7,3,0 prior claims
INS58212,"30, Female, Married","Savannah, GA, 31401",Small Business,9,4,0 prior claims
INS58213,"60, Male, Single","Albany, GA, 31701",Commercial,6,4,"3 prior claims, $20000 total paid"
INS58214,"30, Female, Married","Albany, GA, 31701",Commercial,1,4,"3 prior claims, $20000 total paid"
INS58215,"55, Female, Single","Albany, GA, 31701",Commercial,12,1,"3 prior claims, $20000 total paid"
INS58216,"55, Female, Single","Macon, GA, 31201",High Value,5,2,"3 prior claims, $20000 total paid"
INS58217,"50, Female, Married","Atlanta, GA, 30303",Small Business,19,3,"1 prior claim, $2000 total paid"
INS58218,"60, Male, Single","Columbus, GA, 31901",Standard,4,4,"2 prior claims, $15000 total paid"
INS58219,"60, Male, Single","Roswell, GA, 30075",Standard,9,2,0 prior claims
INS58220,"60, Male, Single","Macon, GA, 31201",Standard,1,1,"1 prior claim, $2000 total paid"
INS58221,"30, Female, Married","Savannah, GA, 31401",Standard,16,3,"2 prior claims, $15000 total paid"
INS58222,"45, Male, Married","Athens, GA, 30601",High Value,7,4,"1 prior claim, $2000 total paid"
INS58223,"35, Male, Single","Roswell, GA, 30075",Commercial,16,4,"2 prior claims, $15000 total paid"
INS58224,"40, Male, Married","Atlanta, GA, 30303",Standard,5,3,0 prior claims
INS58225,"40, Male, Married","Savannah, GA, 31401",Standard,8,3,"3 prior claims, $20000 total paid"
INS58226,"35, Male, Single","Athens, GA, 30601",Standard,4,1,"2 prior claims, $15000 total paid"
INS58227,"55, Female, Single","Albany, GA, 31701",Commercial,3,1,"1 prior claim, $2000 total paid"
INS58228,"30, Female, Married","Roswell, GA, 30075",Small Business,18,1,"1 prior claim, $2000 total paid"
INS58229,"55, Female, Single","Savannah, GA, 31401",Commercial,1,1,"2 prior claims, $15000 total paid"
INS58230,"28, Female, Single","Roswell, GA, 30075",Standard,10,2,"1 prior claim, $5000 total paid"
INS58231,"45, Male, Married","Macon, GA, 31201",Small Business,13,4,0 prior claims
INS58232,"60, Male, Single","Athens, GA, 30601",Standard,10,1,"2 prior claims, $15000 total paid"
INS58233,"30, Female, Married","Albany, GA, 31701",Small Business,7,1,0 prior claims
INS58234,"50, Female, Married","Roswell, GA, 30075",Small Business,6,2,"1 prior claim, $5000 total paid"
INS58235,"28, Female, Single","Athens, GA, 30601",Small Business,1,1,0 prior claims
INS58236,"40, Male, Married","Augusta, GA, 30901",Standard,17,4,0 prior claims
INS58237,"40, Male, Married","Roswell, GA, 30075",Small Business,15,3,"1 prior claim, $2000 total paid"
INS58238,"60, Male, Single","Roswell, GA, 30075",Standard,14,3,"3 prior claims, $20000 total paid"
INS58239,"30, Female, Married","Atlanta, GA, 30303",Standard,4,4,"1 prior claim, $5000 total paid"
INS58240,"30, Female, Married","Athens, GA, 30601",High Value,5,1,"1 prior claim, $2000 total paid"
INS58241,"40, Male, Married","Roswell, GA, 30075",Small Business,11,1,0 prior claims
INS58242,"45, Male, Married","Augusta, GA, 30901",High Value,4,3,"1 prior claim, $5000 total paid"
INS58243,"40, Male, Married","Augusta, GA, 30901",High Value,16,3,0 prior claims
INS58244,"50, Female, Married","Augusta, GA, 30901",Commercial,19,3,"2 prior claims, $15000 total paid"
INS58245,"28, Female, Single","Macon, GA, 31201",High Value,4,1,0 prior claims
INS58246,"45, Male, Married","Columbus, GA, 31901",Commercial,17,3,"1 prior claim, $2000 total paid"
INS58247,"30, Female, Married","Macon, GA, 31201",Standard,5,1,0 prior claims
INS58248,"45, Male, Married","Roswell, GA, 30075",Commercial,10,2,"1 prior claim, $2000 total paid"
INS58249,"60, Male, Single","Augusta, GA, 30901",Commercial,11,4,0 prior claims
INS58250,"60, Male, Single","Atlanta, GA, 30303",Commercial,20,2,0 prior claims
INS58251,"30, Female, Married","Augusta, GA, 30901",Commercial,3,1,"1 prior claim, $5000 total paid"
INS58252,"40, Male, Married","Albany, GA, 31701",Commercial,18,2,"1 prior claim, $2000 total paid"
INS58253,"30, Female, Married","Savannah, GA, 31401",Commercial,20,4,"2 prior claims, $15000 total paid"
INS58254,"60, Male, Single","Athens, GA, 30601",Small Business,12,2,0 prior claims
INS58255,"45, Male, Married","Roswell, GA, 30075",Commercial,17,1,0 prior claims
INS58256,"28, Female, Single","Augusta, GA, 30901",Standard,19,1,"1 prior claim, $2000 total paid"
INS58257,"45, Male, Married","Athens, GA, 30601",Small Business,11,2,"2 prior claims, $15000 total paid"
INS58258,"35, Male, Single","Athens, GA, 30601",Standard,10,2,"1 prior claim, $2000 total paid"
INS58259,"40, Male, Married","Columbus, GA, 31901",Standard,10,1,"1 prior claim, $5000 total paid"
INS58260,"60, Male, Single","Atlanta, GA, 30303",Standard,16,1,"1 prior claim, $2000 total paid"
INS58261,"40, Male, Married","Macon, GA, 31201",Standard,14,1,0 prior claims
INS58262,"45, Male, Married","Macon, GA, 31201",Standard,7,4,"2 prior claims, $15000 total paid"
INS58263,"55, Female, Single","Atlanta, GA, 30303",Commercial,2,3,"2 prior claims, $15000 total paid"
INS58264,"45, Male, Married","Albany, GA, 31701",Standard,1,4,"1 prior claim, $2000 total paid"
INS58265,"50, Female, Married","Augusta, GA, 30901",High Value,2,3,"3 prior claims, $20000 total paid"
INS58266,"45, Male, Married","Savannah, GA, 31401",Standard,2,4,"3 prior claims, $20000 total paid"
INS58267,"60, Male, Single","Atlanta, GA, 30303",Standard,20,3,0 prior claims
INS58268,"40, Male, Married","Savannah, GA, 31401",High Value,8,3,"1 prior claim, $2000 total paid"
INS58269,"40, Male, Married","Atlanta, GA, 30303",Commercial,12,4,0 prior claims
INS58270,"55, Female, Single","Athens, GA, 30601",High Value,13,3,"1 prior claim, $5000 total paid"
INS58271,"30, Female, Married","Macon, GA, 31201",High Value,8,2,"2 prior claims, $15000 total paid"
INS58272,"45, Male, Married","Savannah, GA, 31401",Commercial,14,3,0 prior claims
INS58273,"45, Male, Married","Macon, GA, 31201",Standard,3,1,0 prior claims
INS58274,"50, Female, Married","Atlanta, GA, 30303",Small Business,5,2,"1 prior claim, $5000 total paid"
INS58275,"50, Female, Married","Savannah, GA, 31401",High Value,19,3,"1 prior claim, $5000 total paid"
INS58276,"60, Male, Single","Macon, GA, 31201",Commercial,17,2,"2 prior claims, $15000 total paid"
INS58277,"50, Female, Married","Savannah, GA, 31401",High Value,5,4,"1 prior claim, $2000 total paid"
INS58278,"28, Female, Single","Macon, GA, 31201",Commercial,2,2,"1 prior claim, $2000 total paid"
INS58279,"55, Female, Single","Atlanta, GA, 30303",High Value,9,2,"1 prior claim, $5000 total paid"
INS58280,"40, Male, Married","Athens, GA, 30601",Commercial,14,4,"1 prior claim, $2000 total paid"
INS58281,"35, Male, Single","Macon, GA, 31201",Small Business,11,2,"2 prior claims, $15000 total paid"
INS58282,"50, Female, Married","Roswell, GA, 30075",Commercial,5,1,"1 prior claim, $2000 total paid"
INS58283,"50, Female, Married","Savannah, GA, 31401",Small Business,11,1,"1 prior claim, $5000 total paid"
INS58284,"55, Female, Single","Columbus, GA, 31901",Standard,6,3,"1 prior claim, $5000 total paid"
INS58285,"30, Female, Married","Athens, GA, 30601",Small Business,2,1,"1 prior claim, $5000 total paid"
INS58286,"28, Female, Single","Columbus, GA, 31901",Commercial,7,2,"3 prior claims, $20000 total paid"
INS58287,"30, Female, Married","Augusta, GA, 30901",High Value,20,2,"3 prior claims, $20000 total paid"
INS58288,"40, Male, Married","Savannah, GA, 31401",High Value,8,2,"1 prior claim, $5000 total paid"
INS58289,"45, Male, Married","Atlanta, GA, 30303",Commercial,8,3,"3 prior claims, $20000 total paid"
INS58290,"28, Female, Single","Macon, GA, 31201",Standard,19,3,"3 prior claims, $20000 total paid"
INS58291,"40, Male, Married","Athens, GA, 30601",Small Business,5,3,"2 prior claims, $15000 total paid"
INS58292,"50, Female, Married","Augusta, GA, 30901",Small Business,16,3,"1 prior claim, $5000 total paid"
INS58293,"45, Male, Married","Albany, GA, 31701",Small Business,12,1,"3 prior claims, $20000 total paid"
INS58294,"50, Female, Married","Roswell, GA, 30075",Commercial,4,3,"1 prior claim, $2000 total paid"
INS58295,"45, Male, Married","Athens, GA, 30601",Commercial,5,1,"1 prior claim, $2000 total paid"
INS58296,"50, Female, Married","Atlanta, GA, 30303",High Value,4,2,0 prior claims
INS58297,"40, Male, Married","Roswell, GA, 30075",High Value,8,4,"1 prior claim, $2000 total paid"
INS58298,"60, Male, Single","Macon, GA, 31201",Commercial,9,2,0 prior claims
INS58299,"60, Male, Single","Atlanta, GA, 30303",Commercial,1,3,"3 prior claims, $20000 total paid"
INS58300,"30, Female, Married","Columbus, GA, 31901",Commercial,13,4,"3 prior claims, $20000 total paid"
INS58301,"35, Male, Single","Columbus, GA, 31901",Standard,2,4,"1 prior claim, $2000 total paid"
INS58302,"28, Female, Single","Roswell, GA, 30075",Small Business,1,2,"2 prior claims, $15000 total paid"
INS58303,"28, Female, Single","Columbus, GA, 31901",Small Business,11,1,0 prior claims
INS58304,"45, Male, Married","Albany, GA, 31701",Commercial,20,1,"3 prior claims, $20000 total paid"
INS58305,"55, Female, Single","Atlanta, GA, 30303",High Value,13,3,"2 prior claims, $15000 total paid"
INS58306,"60, Male, Single","Atlanta, GA, 30303",Standard,10,1,"2 prior claims, $15000 total paid"
INS58307,"50, Female, Married","Augusta, GA, 30901",High Value,11,2,"1 prior claim, $2000 total paid"
INS58308,"30, Female, Married","Savannah, GA, 31401",High Value,11,2,0 prior claims
INS58309,"60, Male, Single","Macon, GA, 31201",High Value,9,2,"1 prior claim, $2000 total paid"
INS58310,"35, Male, Single","Atlanta, GA, 30303",Commercial,17,4,"1 prior claim, $2000 total paid"
INS58311,"55, Female, Single","Albany, GA, 31701",Standard,7,1,"1 prior claim, $5000 total paid"
INS58312,"40, Male, Married","Atlanta, GA, 30303",Commercial,8,1,"1 prior claim, $5000 total paid"
INS58313,"35, Male, Single","Roswell, GA, 30075",High Value,6,3,"3 prior claims, $20000 total paid"
INS58314,"30, Female, Married","Athens, GA, 30601",Commercial,10,3,"1 prior claim, $5000 total paid"
INS58315,"60, Male, Single","Augusta, GA, 30901",High Value,18,4,"2 prior claims, $15000 total paid"
INS58316,"60, Male, Single","Augusta, GA, 30901",Standard,10,3,"1 prior claim, $2000 total paid"
INS58317,"55, Female, Single","Savannah, GA, 31401",High Value,20,4,0 prior claims
INS58318,"30, Female, Married","Macon, GA, 31201",Small Business,7,2,0 prior claims
INS58319,"28, Female, Single","Roswell, GA, 30075",Small Business,17,2,"3 prior claims, $20000 total paid"
INS58320,"55, Female, Single","Athens, GA, 30601",Commercial,15,2,"3 prior claims, $20000 total paid"
INS58321,"40, Male, Married","Atlanta, GA, 30303",Standard,13,3,0 prior claims
INS58322,"28, Female, Single","Columbus, GA, 31901",Standard,8,4,0 prior claims
INS58323,"55, Female, Single","Columbus, GA, 31901",Small Business,16,2,"1 prior claim, $5000 total paid"
INS58324,"55, Female, Single","Atlanta, GA, 30303",Standard,16,4,"1 prior claim, $2000 total paid"
INS58325,"45, Male, Married","Columbus, GA, 31901",Small Business,20,1,"3 prior claims, $20000 total paid"
INS58326,"55, Female, Single","Augusta, GA, 30901",High Value,14,4,"2 prior claims, $15000 total paid"
INS58327,"50, Female, Married","Macon, GA, 31201",Small Business,6,1,"1 prior claim, $2000 total paid"
INS58328,"45, Male, Married","Albany, GA, 31701",Small Business,19,4,"2 prior claims, $15000 total paid"
INS58329,"35, Male, Single","Savannah, GA, 31401",Standard,9,2,"3 prior claims, $20000 total paid"
INS58330,"40, Male, Married","Albany, GA, 31701",Small Business,2,4,"3 prior claims, $20000 total paid"
INS58331,"60, Male, Single","Albany, GA, 31701",Small Business,4,2,"2 prior claims, $15000 total paid"
INS58332,"35, Male, Single","Atlanta, GA, 30303",High Value,19,1,"2 prior claims, $15000 total paid"
INS58333,"60, Male, Single","Macon, GA, 31201",High Value,11,2,0 prior claims
INS58334,"28, Female, Single","Macon, GA, 31201",Commercial,1,1,0 prior claims
INS58335,"50, Female, Married","Macon, GA, 31201",Standard,15,3,"3 prior claims, $20000 total paid"
INS58336,"50, Female, Married","Roswell, GA, 30075",Standard,1,4,"1 prior claim, $2000 total paid"
INS58337,"40, Male, Married","Macon, GA, 31201",Commercial,6,2,"1 prior claim, $5000 total paid"
INS58338,"45, Male, Married","Macon, GA, 31201",Small Business,13,1,"3 prior claims, $20000 total paid"
INS58339,"50, Female, Married","Macon, GA, 31201",Standard,11,4,"2 prior claims, $15000 total paid"
INS58340,"30, Female, Married","Athens, GA, 30601",Commercial,8,4,0 prior claims
INS58341,"35, Male, Single","Columbus, GA, 31901",Small Business,16,2,"1 prior claim, $5000 total paid"
INS58342,"40, Male, Married","Columbus, GA, 31901",Commercial,14,1,"1 prior claim, $2000 total paid"
INS58343,"40, Male, Married","Albany, GA, 31701",High Value,2,4,"3 prior claims, $20000 total paid"
INS58344,"28, Female, Single","Roswell, GA, 30075",Small Business,17,4,"1 prior claim, $5000 total paid"
INS58345,"40, Male, Married","Savannah, GA, 31401",Small Business,9,4,"1 prior claim, $5000 total paid"
INS58346,"40, Male, Married","Columbus, GA, 31901",High Value,3,4,"1 prior claim, $2000 total paid"
INS58347,"30, Female, Married","Macon, GA, 31201",Small Business,10,4,"2 prior claims, $15000 total paid"
INS58348,"28, Female, Single","Columbus, GA, 31901",Small Business,19,3,"1 prior claim, $2000 total paid"
INS58349,"60, Male, Single","Roswell, GA, 30075",Commercial,13,4,0 prior claims
INS58350,"60, Male, Single","Augusta, GA, 30901",Small Business,18,1,"2 prior claims, $15000 total paid"
INS58351,"60, Male, Single","Columbus, GA, 31901",Commercial,12,1,"1 prior claim, $2000 total paid"
INS58352,"30, Female, Married","Macon, GA, 31201",Standard,4,1,"2 prior claims, $15000 total paid"
INS58353,"50, Female, Married","Augusta, GA, 30901",Commercial,1,2,"1 prior claim, $5000 total paid"
INS58354,"40, Male, Married","Athens, GA, 30601",Standard,10,2,"2 prior claims, $15000 total paid"
INS58355,"50, Female, Married","Macon, GA, 31201",Standard,2,2,"1 prior claim, $5000 total paid"
INS58356,"60, Male, Single","Athens, GA, 30601",High Value,1,1,"1 prior claim, $2000 total paid"
INS58357,"50, Female, Married","Athens, GA, 30601",Standard,7,3,"2 prior claims, $15000 total paid"
