Claim ID,Transaction Date,Transaction Type,Amount Paid,Payment Category,Payee Type,Currency
CLM188,6/17/24,Payment,16673,Indemnity,Policyholder,USD
CLM157,5/1/24,Expense,1265,Investigation,Investigator,USD
CLM102,4/7/24,Expense,2976,Investigation,Legal Counsel,USD
CLM159,4/4/24,Payment,45542,Indemnity,Vendor,USD
CLM051,3/7/24,Payment,26469,Repair,Medical Provider,USD
CLM106,6/17/24,Expense,4893,Investigation,Investigator,USD
CLM015,1/13/24,Expense,3398,Investigation,Investigator,USD
CLM164,1/6/24,Payment,21911,Medical,Policyholder,USD
CLM010,3/12/24,Payment,21990,Repair,Vendor,USD
CLM051,4/4/24,Expense,366,Replacement,Investigator,USD
CLM151,1/6/24,Expense,2796,Investigation,Legal Counsel,USD
CLM185,2/10/24,Expense,2417,Replacement,Investigator,USD
CLM117,4/1/24,Expense,1191,Investigation,Investigator,USD
CLM177,5/25/24,Payment,27646,Medical,Policyholder,USD
CLM114,5/27/24,Expense,3003,Replacement,Legal Counsel,USD
CLM060,5/5/24,Expense,4314,Investigation,Investigator,USD
CLM113,5/31/24,Payment,30381,Indemnity,Vendor,USD
CLM010,3/24/24,Payment,45273,Medical,Vendor,USD
CLM095,5/29/24,Expense,919,Replacement,Investigator,USD
CLM096,2/1/24,Payment,21675,Legal,Medical Provider,USD
CLM179,3/4/24,Payment,20652,Medical,Medical Provider,USD
CLM044,4/16/24,Expense,1441,Replacement,Investigator,USD
CLM011,2/18/24,Payment,29287,Indemnity,Policyholder,USD
CLM132,6/12/24,Payment,21880,Repair,Medical Provider,USD
CLM025,2/6/24,Payment,13469,Legal,Vendor,USD
CLM037,6/25/24,Expense,2281,Investigation,Investigator,USD
CLM081,3/6/24,Payment,37091,Legal,Medical Provider,USD
CLM061,1/23/24,Payment,48148,Repair,Policyholder,USD
CLM002,1/15/24,Expense,4104,Investigation,Legal Counsel,USD
CLM046,5/17/24,Expense,3950,Replacement,Investigator,USD
CLM045,3/5/24,Expense,561,Replacement,Investigator,USD
CLM037,2/26/24,Payment,38396,Legal,Medical Provider,USD
CLM181,4/14/24,Expense,4952,Investigation,Legal Counsel,USD
CLM183,2/19/24,Expense,2632,Replacement,Legal Counsel,USD
CLM144,2/15/24,Expense,554,Replacement,Legal Counsel,USD
CLM052,3/14/24,Payment,1893,Legal,Vendor,USD
CLM160,6/2/24,Expense,3240,Investigation,Legal Counsel,USD
CLM075,2/15/24,Payment,29375,Medical,Vendor,USD
CLM041,6/21/24,Payment,27063,Legal,Policyholder,USD
CLM032,2/2/24,Expense,1039,Investigation,Investigator,USD
CLM013,3/7/24,Payment,49698,Medical,Policyholder,USD
CLM193,4/2/24,Expense,2085,Replacement,Legal Counsel,USD
CLM106,3/7/24,Expense,2769,Investigation,Investigator,USD
CLM051,1/30/24,Expense,1381,Replacement,Investigator,USD
CLM011,3/29/24,Payment,25453,Indemnity,Vendor,USD
CLM195,3/14/24,Payment,46569,Legal,Vendor,USD
CLM145,1/7/24,Payment,47460,Repair,Policyholder,USD
CLM098,4/4/24,Payment,39643,Medical,Policyholder,USD
CLM069,4/8/24,Expense,2119,Replacement,Legal Counsel,USD
CLM075,5/21/24,Payment,19806,Medical,Medical Provider,USD
CLM133,5/30/24,Expense,3860,Replacement,Legal Counsel,USD
CLM003,2/24/24,Payment,45705,Indemnity,Medical Provider,USD
CLM161,5/4/24,Expense,394,Investigation,Legal Counsel,USD
CLM155,2/10/24,Payment,46362,Repair,Medical Provider,USD
CLM180,2/27/24,Expense,3534,Replacement,Legal Counsel,USD
CLM127,4/9/24,Payment,34433,Medical,Policyholder,USD
CLM024,5/9/24,Payment,27623,Indemnity,Medical Provider,USD
CLM144,4/24/24,Expense,2327,Replacement,Investigator,USD
CLM023,4/2/24,Payment,23387,Repair,Medical Provider,USD
CLM118,6/17/24,Payment,14677,Medical,Medical Provider,USD
CLM107,3/16/24,Expense,1005,Investigation,Investigator,USD
CLM147,5/3/24,Expense,4109,Replacement,Investigator,USD
CLM173,4/24/24,Expense,840,Investigation,Investigator,USD
CLM063,6/8/24,Payment,26153,Indemnity,Vendor,USD
CLM185,1/14/24,Payment,40820,Medical,Medical Provider,USD
CLM143,1/16/24,Payment,32476,Legal,Medical Provider,USD
CLM088,1/6/24,Payment,25392,Indemnity,Medical Provider,USD
CLM054,4/25/24,Expense,3358,Investigation,Investigator,USD
CLM146,4/21/24,Expense,1034,Investigation,Legal Counsel,USD
CLM077,2/28/24,Expense,2629,Replacement,Legal Counsel,USD
CLM037,4/1/24,Payment,3303,Legal,Policyholder,USD
CLM023,4/23/24,Payment,12587,Medical,Medical Provider,USD
CLM175,6/14/24,Expense,1313,Replacement,Investigator,USD
CLM040,4/19/24,Expense,932,Investigation,Investigator,USD
CLM070,6/12/24,Expense,130,Investigation,Legal Counsel,USD
CLM172,3/27/24,Payment,34915,Legal,Vendor,USD
CLM099,1/26/24,Payment,27014,Medical,Policyholder,USD
CLM012,5/17/24,Payment,34627,Legal,Policyholder,USD
CLM104,2/16/24,Payment,19152,Indemnity,Vendor,USD
CLM109,5/31/24,Expense,2627,Investigation,Investigator,USD
CLM125,2/17/24,Expense,2929,Investigation,Legal Counsel,USD
CLM139,1/23/24,Expense,1151,Replacement,Legal Counsel,USD
CLM178,3/13/24,Expense,2245,Replacement,Investigator,USD
CLM154,2/22/24,Payment,14761,Legal,Policyholder,USD
CLM030,3/5/24,Payment,28221,Medical,Medical Provider,USD
CLM199,5/19/24,Payment,47547,Indemnity,Medical Provider,USD
CLM140,2/13/24,Payment,32019,Indemnity,Vendor,USD
CLM177,3/28/24,Payment,17790,Medical,Medical Provider,USD
CLM003,2/4/24,Expense,4339,Investigation,Investigator,USD
CLM088,3/5/24,Payment,18257,Repair,Medical Provider,USD
CLM017,6/10/24,Expense,2873,Investigation,Investigator,USD
CLM067,2/8/24,Payment,41311,Medical,Policyholder,USD
CLM150,1/24/24,Expense,1102,Investigation,Investigator,USD
CLM117,4/21/24,Payment,36816,Indemnity,Policyholder,USD
CLM131,4/11/24,Payment,19551,Indemnity,Policyholder,USD
CLM050,1/3/24,Payment,39650,Repair,Medical Provider,USD
CLM034,2/9/24,Expense,3519,Investigation,Legal Counsel,USD
CLM030,3/30/24,Payment,3048,Indemnity,Medical Provider,USD
CLM134,2/6/24,Payment,40202,Repair,Vendor,USD
CLM189,3/24/24,Expense,4928,Replacement,Legal Counsel,USD
CLM092,1/16/24,Payment,33094,Indemnity,Medical Provider,USD
CLM002,6/3/24,Payment,30656,Legal,Medical Provider,USD
CLM100,4/13/24,Expense,121,Replacement,Investigator,USD
CLM048,4/19/24,Payment,25343,Legal,Policyholder,USD
CLM187,6/20/24,Expense,389,Replacement,Legal Counsel,USD
CLM096,1/25/24,Payment,10876,Indemnity,Vendor,USD
CLM177,1/15/24,Expense,4511,Replacement,Legal Counsel,USD
CLM061,6/29/24,Payment,7707,Indemnity,Medical Provider,USD
CLM174,2/10/24,Payment,29167,Legal,Vendor,USD
CLM087,6/16/24,Payment,46366,Legal,Medical Provider,USD
CLM032,4/5/24,Expense,2549,Investigation,Legal Counsel,USD
CLM026,1/30/24,Expense,132,Replacement,Investigator,USD
CLM098,5/2/24,Payment,896,Repair,Policyholder,USD
CLM085,1/2/24,Payment,4847,Indemnity,Vendor,USD
CLM171,1/6/24,Expense,172,Investigation,Investigator,USD
CLM116,4/21/24,Expense,4900,Replacement,Investigator,USD
CLM062,6/3/24,Expense,3383,Investigation,Legal Counsel,USD
CLM136,3/29/24,Expense,752,Investigation,Legal Counsel,USD
CLM061,6/26/24,Payment,41784,Indemnity,Medical Provider,USD
CLM035,6/21/24,Payment,27533,Medical,Policyholder,USD
CLM089,4/20/24,Expense,2337,Investigation,Legal Counsel,USD
CLM170,4/15/24,Payment,32598,Legal,Medical Provider,USD
CLM148,5/25/24,Expense,4851,Investigation,Legal Counsel,USD
CLM065,3/31/24,Expense,295,Replacement,Investigator,USD
CLM158,3/12/24,Expense,4839,Investigation,Investigator,USD
CLM005,4/13/24,Payment,14284,Repair,Policyholder,USD
CLM031,3/4/24,Payment,14022,Legal,Policyholder,USD
CLM155,4/19/24,Expense,1710,Replacement,Legal Counsel,USD
CLM104,6/13/24,Expense,1433,Replacement,Investigator,USD
CLM141,3/7/24,Payment,33673,Legal,Medical Provider,USD
CLM179,4/25/24,Expense,4093,Investigation,Investigator,USD
CLM068,1/7/24,Payment,40872,Legal,Medical Provider,USD
CLM132,2/4/24,Expense,1549,Replacement,Investigator,USD
CLM118,6/11/24,Payment,18100,Indemnity,Medical Provider,USD
CLM187,1/12/24,Expense,961,Investigation,Investigator,USD
CLM076,3/6/24,Payment,17543,Medical,Vendor,USD
CLM161,6/4/24,Expense,2312,Replacement,Investigator,USD
CLM151,4/4/24,Expense,2921,Investigation,Investigator,USD
CLM160,5/22/24,Expense,2038,Investigation,Investigator,USD
CLM175,1/22/24,Expense,2164,Replacement,Legal Counsel,USD
CLM028,6/3/24,Expense,4188,Investigation,Legal Counsel,USD
CLM036,5/4/24,Payment,21793,Indemnity,Vendor,USD
CLM018,5/30/24,Expense,1931,Investigation,Legal Counsel,USD
CLM036,3/19/24,Expense,1762,Replacement,Investigator,USD
CLM062,1/27/24,Payment,10111,Repair,Vendor,USD
CLM166,3/22/24,Expense,1244,Investigation,Investigator,USD
CLM192,3/15/24,Payment,6850,Medical,Policyholder,USD
CLM137,3/13/24,Payment,37547,Repair,Medical Provider,USD
CLM028,3/17/24,Expense,4816,Replacement,Investigator,USD
CLM096,1/6/24,Expense,1515,Replacement,Legal Counsel,USD
CLM027,6/22/24,Payment,9537,Medical,Vendor,USD
CLM006,3/3/24,Expense,3194,Investigation,Investigator,USD
CLM100,5/30/24,Payment,1299,Legal,Medical Provider,USD
CLM191,2/8/24,Expense,2209,Replacement,Legal Counsel,USD
CLM022,1/15/24,Payment,38135,Repair,Medical Provider,USD
CLM105,2/12/24,Expense,77,Investigation,Investigator,USD
CLM105,1/22/24,Payment,6427,Medical,Medical Provider,USD
CLM198,1/27/24,Payment,48839,Medical,Medical Provider,USD
CLM142,3/9/24,Payment,32428,Repair,Medical Provider,USD
CLM031,1/21/24,Payment,28158,Repair,Policyholder,USD
CLM087,6/21/24,Expense,4550,Replacement,Investigator,USD
CLM199,4/11/24,Payment,44829,Legal,Vendor,USD
CLM162,6/15/24,Payment,32820,Legal,Vendor,USD
CLM040,6/22/24,Expense,2834,Investigation,Investigator,USD
CLM195,4/19/24,Payment,40323,Repair,Medical Provider,USD
CLM004,6/21/24,Expense,3619,Replacement,Legal Counsel,USD
CLM104,2/14/24,Payment,36154,Repair,Policyholder,USD
CLM016,5/21/24,Expense,4416,Replacement,Legal Counsel,USD
CLM028,3/8/24,Expense,831,Replacement,Legal Counsel,USD
CLM073,6/6/24,Expense,4090,Investigation,Investigator,USD
CLM149,4/20/24,Expense,4242,Replacement,Investigator,USD
CLM085,6/30/24,Expense,358,Investigation,Legal Counsel,USD
CLM131,1/14/24,Expense,869,Investigation,Legal Counsel,USD
CLM006,2/15/24,Expense,1197,Replacement,Investigator,USD
CLM059,6/22/24,Expense,4709,Replacement,Legal Counsel,USD
CLM196,4/15/24,Payment,28847,Medical,Policyholder,USD
CLM107,4/15/24,Expense,473,Investigation,Legal Counsel,USD
CLM035,6/28/24,Payment,38405,Medical,Vendor,USD
CLM087,5/19/24,Expense,2833,Replacement,Legal Counsel,USD
CLM171,5/19/24,Payment,13459,Indemnity,Medical Provider,USD
CLM073,2/26/24,Payment,48056,Medical,Policyholder,USD
CLM090,5/1/24,Payment,8713,Indemnity,Policyholder,USD
CLM194,5/9/24,Expense,2801,Investigation,Legal Counsel,USD
CLM008,1/22/24,Payment,23879,Indemnity,Medical Provider,USD
CLM015,4/10/24,Payment,41478,Indemnity,Vendor,USD
CLM040,1/8/24,Payment,43831,Legal,Medical Provider,USD
CLM041,5/26/24,Expense,2420,Replacement,Legal Counsel,USD
CLM107,6/6/24,Payment,7001,Repair,Policyholder,USD
CLM004,5/21/24,Expense,3704,Replacement,Investigator,USD
CLM143,4/19/24,Expense,143,Investigation,Investigator,USD
CLM141,6/5/24,Expense,292,Replacement,Legal Counsel,USD
CLM013,5/21/24,Payment,47743,Legal,Medical Provider,USD
CLM172,5/9/24,Payment,9053,Medical,Policyholder,USD
CLM107,5/1/24,Expense,4720,Replacement,Legal Counsel,USD
CLM053,4/26/24,Payment,43625,Repair,Policyholder,USD
CLM118,2/27/24,Payment,32086,Medical,Vendor,USD
CLM154,1/24/24,Payment,28834,Legal,Policyholder,USD
CLM200,6/21/24,Expense,1684,Replacement,Legal Counsel,USD
CLM149,4/8/24,Expense,3251,Investigation,Legal Counsel,USD
CLM032,4/7/24,Expense,3085,Investigation,Legal Counsel,USD
CLM097,4/24/24,Expense,2109,Investigation,Investigator,USD
CLM027,3/21/24,Expense,1000,Investigation,Legal Counsel,USD
CLM134,4/30/24,Expense,1043,Investigation,Investigator,USD
CLM028,6/23/24,Payment,15905,Indemnity,Medical Provider,USD
CLM046,1/18/24,Expense,1689,Replacement,Investigator,USD
CLM125,3/23/24,Payment,25400,Indemnity,Policyholder,USD
CLM006,1/18/24,Payment,38799,Indemnity,Vendor,USD
CLM015,5/6/24,Expense,2305,Investigation,Legal Counsel,USD
CLM017,3/13/24,Payment,14423,Repair,Medical Provider,USD
CLM027,3/24/24,Expense,949,Replacement,Legal Counsel,USD
CLM028,3/7/24,Payment,44438,Indemnity,Medical Provider,USD
CLM032,5/19/24,Expense,2153,Investigation,Investigator,USD
CLM173,1/22/24,Payment,14954,Medical,Policyholder,USD
CLM040,6/24/24,Expense,3506,Replacement,Investigator,USD
CLM047,4/16/24,Expense,4848,Replacement,Investigator,USD
CLM132,3/27/24,Payment,42338,Repair,Medical Provider,USD
CLM044,6/13/24,Payment,21433,Repair,Vendor,USD
CLM005,2/11/24,Expense,3533,Replacement,Investigator,USD
CLM115,4/14/24,Expense,3906,Investigation,Legal Counsel,USD
CLM120,4/21/24,Payment,43629,Repair,Vendor,USD
CLM181,4/17/24,Expense,2611,Replacement,Investigator,USD
CLM034,5/13/24,Expense,1946,Replacement,Legal Counsel,USD
CLM089,4/20/24,Payment,43700,Repair,Medical Provider,USD
CLM028,6/12/24,Expense,4831,Investigation,Legal Counsel,USD
CLM030,3/28/24,Payment,6068,Indemnity,Medical Provider,USD
CLM073,2/1/24,Payment,48170,Medical,Medical Provider,USD
CLM042,1/17/24,Expense,2140,Replacement,Legal Counsel,USD
CLM031,2/22/24,Expense,4199,Investigation,Legal Counsel,USD
CLM182,5/22/24,Expense,2537,Investigation,Legal Counsel,USD
CLM133,1/16/24,Payment,25996,Indemnity,Vendor,USD
CLM061,4/23/24,Expense,708,Investigation,Legal Counsel,USD
CLM137,5/5/24,Payment,21351,Indemnity,Policyholder,USD
CLM098,5/8/24,Payment,23269,Legal,Policyholder,USD
CLM071,3/13/24,Payment,15086,Medical,Medical Provider,USD
CLM078,6/20/24,Payment,23110,Repair,Medical Provider,USD
CLM064,4/4/24,Expense,4007,Investigation,Legal Counsel,USD
CLM113,6/24/24,Expense,587,Replacement,Investigator,USD
CLM159,4/29/24,Expense,4012,Replacement,Legal Counsel,USD
CLM139,5/1/24,Expense,2282,Replacement,Legal Counsel,USD
CLM199,1/11/24,Payment,28590,Indemnity,Vendor,USD
CLM079,6/10/24,Expense,4678,Replacement,Investigator,USD
CLM028,5/30/24,Payment,37673,Indemnity,Medical Provider,USD
CLM099,1/22/24,Expense,4157,Replacement,Legal Counsel,USD
CLM091,2/16/24,Payment,38132,Legal,Medical Provider,USD
CLM131,6/27/24,Payment,19387,Indemnity,Medical Provider,USD
CLM079,1/23/24,Expense,601,Replacement,Investigator,USD
CLM130,6/30/24,Payment,3801,Legal,Policyholder,USD
CLM115,5/6/24,Expense,2852,Replacement,Legal Counsel,USD
CLM103,3/7/24,Expense,4389,Replacement,Investigator,USD
CLM063,6/16/24,Expense,3814,Investigation,Investigator,USD
CLM053,3/5/24,Expense,352,Replacement,Legal Counsel,USD
CLM137,3/9/24,Payment,47370,Legal,Medical Provider,USD
CLM116,6/26/24,Expense,1010,Replacement,Legal Counsel,USD
CLM023,4/10/24,Payment,40524,Repair,Policyholder,USD
CLM115,4/27/24,Payment,31715,Medical,Medical Provider,USD
CLM186,1/6/24,Expense,2337,Replacement,Investigator,USD
CLM063,5/25/24,Payment,49452,Repair,Medical Provider,USD
CLM107,3/3/24,Expense,3187,Investigation,Investigator,USD
CLM068,4/6/24,Expense,4676,Investigation,Investigator,USD
CLM173,3/29/24,Payment,15258,Legal,Vendor,USD
CLM079,4/13/24,Expense,1842,Replacement,Investigator,USD
CLM103,6/26/24,Expense,3844,Replacement,Investigator,USD
CLM044,6/1/24,Expense,372,Investigation,Legal Counsel,USD
CLM182,1/1/24,Payment,29136,Repair,Vendor,USD
CLM094,1/20/24,Payment,35553,Medical,Policyholder,USD
CLM174,1/23/24,Expense,3553,Investigation,Legal Counsel,USD
CLM172,5/1/24,Payment,47183,Medical,Policyholder,USD
CLM196,2/22/24,Payment,16185,Indemnity,Policyholder,USD
CLM107,5/17/24,Payment,46250,Repair,Policyholder,USD
CLM051,5/12/24,Payment,30127,Legal,Medical Provider,USD
CLM020,5/28/24,Payment,35000,Medical,Policyholder,USD
CLM180,6/25/24,Payment,17745,Legal,Policyholder,USD
CLM175,4/11/24,Expense,3204,Replacement,Investigator,USD
CLM028,4/3/24,Expense,2460,Investigation,Legal Counsel,USD
CLM102,3/9/24,Payment,15464,Medical,Policyholder,USD
CLM062,2/12/24,Expense,1399,Investigation,Investigator,USD
CLM097,2/26/24,Payment,31879,Medical,Medical Provider,USD
CLM025,1/3/24,Payment,32115,Medical,Medical Provider,USD
CLM068,4/26/24,Expense,4751,Investigation,Investigator,USD
CLM194,1/18/24,Payment,39993,Repair,Vendor,USD
CLM032,1/20/24,Expense,1043,Replacement,Legal Counsel,USD
CLM153,5/20/24,Expense,3133,Investigation,Investigator,USD
CLM053,4/1/24,Expense,2083,Investigation,Investigator,USD
CLM059,5/27/24,Payment,12664,Repair,Medical Provider,USD
CLM008,4/1/24,Payment,216,Repair,Medical Provider,USD
CLM117,6/9/24,Payment,5239,Legal,Medical Provider,USD
CLM142,1/31/24,Payment,40274,Medical,Vendor,USD
CLM006,2/17/24,Payment,38108,Medical,Policyholder,USD
CLM063,2/10/24,Payment,45367,Medical,Vendor,USD
CLM178,3/31/24,Expense,2171,Investigation,Investigator,USD
CLM016,5/29/24,Expense,3340,Investigation,Investigator,USD
CLM001,5/27/24,Payment,11148,Legal,Medical Provider,USD
CLM020,3/31/24,Expense,1953,Investigation,Investigator,USD
CLM191,1/23/24,Payment,10070,Indemnity,Medical Provider,USD
CLM100,5/3/24,Payment,37741,Medical,Vendor,USD
CLM129,5/10/24,Payment,23799,Medical,Medical Provider,USD
CLM124,3/19/24,Payment,9381,Indemnity,Medical Provider,USD
CLM151,5/16/24,Payment,39164,Legal,Vendor,USD
CLM034,1/18/24,Expense,629,Replacement,Investigator,USD
CLM175,4/2/24,Expense,1557,Replacement,Legal Counsel,USD
CLM059,5/18/24,Expense,921,Investigation,Legal Counsel,USD
CLM071,3/20/24,Expense,509,Replacement,Investigator,USD
CLM147,6/18/24,Expense,2056,Investigation,Legal Counsel,USD
CLM086,5/4/24,Expense,544,Investigation,Investigator,USD
CLM191,5/28/24,Expense,2226,Investigation,Investigator,USD
CLM025,3/25/24,Expense,3286,Replacement,Investigator,USD
CLM162,6/29/24,Payment,49179,Medical,Vendor,USD
CLM026,4/24/24,Payment,14691,Legal,Medical Provider,USD
CLM117,6/21/24,Payment,24798,Legal,Medical Provider,USD
CLM193,1/6/24,Expense,3188,Replacement,Legal Counsel,USD
CLM192,1/24/24,Expense,2709,Investigation,Legal Counsel,USD
CLM143,5/6/24,Payment,23147,Indemnity,Vendor,USD
CLM052,3/24/24,Payment,44198,Legal,Policyholder,USD
CLM111,6/12/24,Expense,1229,Investigation,Legal Counsel,USD
CLM034,4/8/24,Payment,34985,Legal,Policyholder,USD
CLM060,3/15/24,Payment,11531,Legal,Policyholder,USD
CLM052,4/6/24,Payment,35080,Medical,Vendor,USD
CLM105,4/6/24,Expense,1420,Replacement,Investigator,USD
CLM054,6/23/24,Payment,40153,Repair,Policyholder,USD
CLM119,2/5/24,Payment,28150,Repair,Vendor,USD
CLM034,5/3/24,Expense,980,Replacement,Investigator,USD
CLM035,6/6/24,Payment,32339,Medical,Medical Provider,USD
CLM022,3/31/24,Expense,2533,Replacement,Investigator,USD
CLM189,4/21/24,Expense,4430,Replacement,Legal Counsel,USD
CLM117,2/21/24,Payment,16233,Indemnity,Medical Provider,USD
CLM056,4/14/24,Payment,23493,Legal,Policyholder,USD
CLM156,1/4/24,Payment,24975,Indemnity,Medical Provider,USD
CLM088,5/18/24,Payment,30901,Medical,Medical Provider,USD
CLM121,3/1/24,Expense,4124,Investigation,Investigator,USD
CLM199,6/12/24,Payment,20868,Legal,Vendor,USD
CLM019,6/17/24,Expense,1157,Replacement,Legal Counsel,USD
CLM104,4/3/24,Expense,4176,Replacement,Investigator,USD
CLM169,3/23/24,Payment,39707,Repair,Vendor,USD
CLM170,2/23/24,Payment,24723,Repair,Vendor,USD
CLM031,5/4/24,Expense,1488,Investigation,Legal Counsel,USD
CLM102,3/29/24,Expense,1879,Replacement,Investigator,USD
CLM069,6/12/24,Expense,2759,Investigation,Investigator,USD
CLM190,1/30/24,Expense,1483,Investigation,Investigator,USD
CLM004,6/24/24,Payment,28925,Indemnity,Vendor,USD
CLM129,6/19/24,Expense,305,Investigation,Legal Counsel,USD
CLM031,3/27/24,Payment,29627,Indemnity,Vendor,USD
CLM129,1/18/24,Expense,2048,Investigation,Legal Counsel,USD
CLM134,2/4/24,Payment,39267,Medical,Policyholder,USD
CLM085,5/17/24,Payment,3101,Legal,Vendor,USD
CLM091,5/18/24,Payment,24036,Indemnity,Policyholder,USD
CLM096,6/20/24,Expense,732,Investigation,Investigator,USD
CLM090,2/21/24,Expense,4281,Investigation,Legal Counsel,USD
CLM009,5/7/24,Payment,4238,Repair,Policyholder,USD
CLM070,3/11/24,Expense,2743,Investigation,Investigator,USD
CLM026,1/10/24,Expense,2734,Investigation,Legal Counsel,USD
CLM166,5/13/24,Payment,46469,Legal,Vendor,USD
CLM015,3/6/24,Expense,4493,Replacement,Legal Counsel,USD
CLM197,4/12/24,Expense,4717,Investigation,Investigator,USD
CLM139,1/22/24,Payment,46355,Medical,Vendor,USD
CLM139,3/4/24,Payment,7674,Repair,Medical Provider,USD
CLM014,3/8/24,Payment,4324,Repair,Policyholder,USD
CLM169,6/8/24,Payment,42160,Repair,Vendor,USD
CLM163,6/10/24,Expense,3751,Replacement,Investigator,USD
CLM070,1/14/24,Expense,3792,Replacement,Legal Counsel,USD
CLM064,5/14/24,Payment,38065,Legal,Policyholder,USD
CLM025,1/19/24,Expense,3492,Replacement,Investigator,USD
CLM117,6/29/24,Expense,538,Investigation,Investigator,USD
CLM128,1/11/24,Expense,3526,Replacement,Investigator,USD
CLM104,2/9/24,Payment,8678,Indemnity,Policyholder,USD
CLM124,3/28/24,Expense,4502,Replacement,Legal Counsel,USD
CLM107,4/7/24,Expense,1064,Replacement,Legal Counsel,USD
CLM036,1/17/24,Expense,4447,Replacement,Legal Counsel,USD
CLM081,5/26/24,Expense,707,Investigation,Investigator,USD
CLM040,2/18/24,Expense,896,Replacement,Legal Counsel,USD
CLM024,4/24/24,Expense,2045,Investigation,Investigator,USD
CLM194,1/31/24,Payment,15233,Legal,Policyholder,USD
CLM104,3/3/24,Payment,40016,Medical,Vendor,USD
CLM094,1/8/24,Expense,4247,Investigation,Investigator,USD
CLM019,2/3/24,Expense,3008,Replacement,Legal Counsel,USD
CLM116,3/20/24,Expense,3539,Investigation,Investigator,USD
CLM091,3/8/24,Expense,472,Replacement,Legal Counsel,USD
CLM041,3/14/24,Expense,1786,Investigation,Investigator,USD
CLM101,3/29/24,Payment,35407,Indemnity,Vendor,USD
CLM161,6/17/24,Expense,3143,Replacement,Investigator,USD
CLM082,5/17/24,Expense,4146,Investigation,Investigator,USD
CLM080,4/3/24,Payment,16365,Indemnity,Policyholder,USD
CLM036,2/10/24,Payment,18524,Indemnity,Vendor,USD
CLM197,5/31/24,Payment,49141,Legal,Policyholder,USD
CLM036,4/14/24,Expense,1736,Investigation,Investigator,USD
CLM164,3/29/24,Payment,40686,Medical,Medical Provider,USD
CLM114,1/18/24,Expense,4070,Replacement,Legal Counsel,USD
CLM118,5/23/24,Expense,4081,Investigation,Investigator,USD
CLM125,1/24/24,Payment,31001,Indemnity,Medical Provider,USD
CLM026,4/25/24,Payment,21926,Indemnity,Policyholder,USD
CLM196,1/5/24,Payment,20986,Repair,Medical Provider,USD
CLM048,3/4/24,Payment,22872,Legal,Medical Provider,USD
CLM151,6/15/24,Payment,28991,Legal,Vendor,USD
CLM159,5/6/24,Payment,8290,Repair,Policyholder,USD
CLM065,6/13/24,Payment,18385,Repair,Medical Provider,USD
CLM102,2/13/24,Payment,12033,Medical,Policyholder,USD
CLM176,1/12/24,Payment,48491,Indemnity,Vendor,USD
CLM169,6/28/24,Payment,9852,Legal,Vendor,USD
CLM079,4/27/24,Expense,3974,Investigation,Investigator,USD
CLM034,2/12/24,Expense,1515,Investigation,Legal Counsel,USD
CLM107,4/2/24,Expense,2852,Replacement,Investigator,USD
CLM123,6/8/24,Expense,3500,Investigation,Investigator,USD
CLM117,4/14/24,Payment,27333,Indemnity,Policyholder,USD
CLM087,3/6/24,Expense,4679,Replacement,Legal Counsel,USD
CLM055,5/5/24,Payment,731,Medical,Policyholder,USD
CLM049,1/25/24,Expense,2114,Investigation,Investigator,USD
CLM101,3/31/24,Expense,3108,Replacement,Legal Counsel,USD
CLM121,6/15/24,Payment,20983,Medical,Medical Provider,USD
CLM057,1/15/24,Expense,552,Replacement,Legal Counsel,USD
CLM119,5/23/24,Payment,46675,Indemnity,Policyholder,USD
CLM057,3/26/24,Payment,13171,Indemnity,Policyholder,USD
CLM179,5/11/24,Expense,1028,Investigation,Investigator,USD
CLM023,6/18/24,Payment,36804,Repair,Vendor,USD
CLM168,4/13/24,Expense,1441,Investigation,Investigator,USD
CLM123,2/5/24,Payment,36336,Medical,Medical Provider,USD
CLM076,5/7/24,Payment,22340,Legal,Policyholder,USD
CLM082,5/23/24,Payment,23146,Indemnity,Vendor,USD
CLM113,3/2/24,Expense,4205,Investigation,Legal Counsel,USD
CLM049,6/13/24,Payment,12702,Legal,Policyholder,USD
CLM041,3/1/24,Payment,6487,Indemnity,Medical Provider,USD
CLM144,1/10/24,Payment,31335,Indemnity,Vendor,USD
CLM120,1/10/24,Expense,2524,Investigation,Legal Counsel,USD
CLM041,2/24/24,Payment,18828,Legal,Vendor,USD
CLM065,5/8/24,Payment,28724,Medical,Policyholder,USD
CLM120,4/11/24,Payment,23653,Legal,Policyholder,USD
CLM032,6/9/24,Payment,45464,Repair,Policyholder,USD
CLM111,4/14/24,Expense,2646,Replacement,Investigator,USD
CLM120,2/4/24,Expense,4773,Replacement,Legal Counsel,USD
CLM063,6/4/24,Payment,49818,Legal,Medical Provider,USD
CLM068,4/11/24,Payment,36598,Indemnity,Medical Provider,USD
CLM042,3/4/24,Payment,28608,Repair,Policyholder,USD
CLM017,1/25/24,Expense,3420,Replacement,Legal Counsel,USD
CLM062,2/6/24,Payment,102,Indemnity,Policyholder,USD
CLM040,1/16/24,Payment,15797,Legal,Vendor,USD
CLM126,3/12/24,Expense,3223,Replacement,Legal Counsel,USD
CLM174,5/2/24,Payment,46386,Legal,Medical Provider,USD
CLM053,3/20/24,Expense,640,Replacement,Legal Counsel,USD
CLM060,4/30/24,Payment,49485,Indemnity,Vendor,USD
