Claim ID,Milestone Name,Milestone Date,Duration in Stage
CLM1065,Claim Assigned,1/17/24,0
CLM1065,Initial Contact Made,1/18/24,1
CLM1065,Investigation Complete,2/14/24,27
CLM1066,Claim Assigned,2/24/24,0
CLM1066,Initial Contact Made,2/25/24,1
CLM1066,Investigation Complete,3/16/24,20
CLM1066,Settlement Offer Made,3/24/24,8
CLM1067,Claim Assigned,2/7/24,0
CLM1067,Initial Contact Made,2/8/24,1
CLM1067,Investigation Complete,3/18/24,39
CLM1067,Settlement Offer Made,4/2/24,15
CLM1067,Claim Closed,4/12/24,10
CLM1068,Claim Assigned,3/24/24,0
CLM1068,Initial Contact Made,3/25/24,1
CLM1068,Investigation Complete,4/25/24,31
CLM1068,Settlement Offer Made,5/1/24,6
CLM1068,Claim Closed,5/15/24,14
CLM1069,Claim Assigned,3/4/24,0
CLM1069,Initial Contact Made,3/5/24,1
CLM1069,Investigation Complete,3/25/24,20
CLM1069,Settlement Offer Made,4/1/24,7
CLM1069,Claim Closed,4/4/24,3
CLM1070,Claim Assigned,2/6/24,0
CLM1070,Initial Contact Made,2/7/24,1
CLM1071,Claim Assigned,1/1/24,0
CLM1071,Initial Contact Made,1/2/24,1
CLM1071,Investigation Complete,1/22/24,20
CLM1072,Claim Assigned,1/28/24,0
CLM1072,Initial Contact Made,1/29/24,1
CLM1072,Investigation Complete,3/1/24,32
CLM1073,Claim Assigned,2/25/24,0
CLM1073,Initial Contact Made,2/26/24,1
CLM1074,Claim Assigned,2/8/24,0
CLM1074,Initial Contact Made,2/9/24,1
CLM1074,Investigation Complete,3/5/24,25
CLM1074,Settlement Offer Made,3/10/24,5
CLM1075,Claim Assigned,1/19/24,0
CLM1075,Initial Contact Made,1/20/24,1
CLM1075,Investigation Complete,1/31/24,11
CLM1076,Claim Assigned,3/22/24,0
CLM1076,Initial Contact Made,3/23/24,1
CLM1076,Investigation Complete,4/25/24,33
CLM1077,Claim Assigned,1/22/24,0
CLM1077,Initial Contact Made,1/23/24,1
CLM1077,Investigation Complete,2/10/24,18
CLM1077,Settlement Offer Made,2/14/24,4
CLM1078,Claim Assigned,2/13/24,0
CLM1078,Initial Contact Made,2/14/24,1
CLM1078,Investigation Complete,3/25/24,40
CLM1078,Settlement Offer Made,3/29/24,4
CLM1079,Claim Assigned,2/3/24,0
CLM1079,Initial Contact Made,2/4/24,1
CLM1080,Claim Assigned,1/3/24,0
CLM1080,Initial Contact Made,1/4/24,1
CLM1080,Investigation Complete,2/1/24,28
CLM1080,Settlement Offer Made,2/7/24,6
CLM1080,Claim Closed,2/13/24,6
CLM1081,Claim Assigned,1/15/24,0
CLM1081,Initial Contact Made,1/16/24,1
CLM1082,Claim Assigned,1/29/24,0
CLM1082,Initial Contact Made,1/30/24,1
CLM1083,Claim Assigned,2/6/24,0
CLM1083,Initial Contact Made,2/7/24,1
CLM1083,Investigation Complete,2/19/24,12
CLM1084,Claim Assigned,3/21/24,0
CLM1084,Initial Contact Made,3/22/24,1
CLM1085,Claim Assigned,1/20/24,0
CLM1085,Initial Contact Made,1/21/24,1
CLM1085,Investigation Complete,2/6/24,16
CLM1085,Settlement Offer Made,2/9/24,3
CLM1085,Claim Closed,2/17/24,8
CLM1086,Claim Assigned,2/28/24,0
CLM1086,Initial Contact Made,2/29/24,1
CLM1086,Investigation Complete,3/15/24,15
CLM1087,Claim Assigned,3/2/24,0
CLM1087,Initial Contact Made,3/3/24,1
CLM1087,Investigation Complete,4/9/24,37
CLM1087,Settlement Offer Made,4/18/24,9
CLM1088,Claim Assigned,2/13/24,0
CLM1088,Initial Contact Made,2/14/24,1
CLM1088,Investigation Complete,3/7/24,22
CLM1088,Settlement Offer Made,3/14/24,7
CLM1089,Claim Assigned,1/17/24,0
CLM1089,Initial Contact Made,1/18/24,1
CLM1089,Investigation Complete,2/17/24,30
CLM1090,Claim Assigned,3/26/24,0
CLM1090,Initial Contact Made,3/27/24,1
CLM1090,Investigation Complete,4/13/24,17
CLM1091,Claim Assigned,3/8/24,0
CLM1091,Initial Contact Made,3/9/24,1
CLM1091,Investigation Complete,3/19/24,10
CLM1092,Claim Assigned,3/5/24,0
CLM1092,Initial Contact Made,3/6/24,1
CLM1092,Investigation Complete,4/8/24,33
CLM1092,Settlement Offer Made,4/17/24,9
CLM1093,Claim Assigned,1/8/24,0
CLM1093,Initial Contact Made,1/9/24,1
CLM1093,Investigation Complete,1/22/24,13
CLM1093,Settlement Offer Made,1/29/24,7
CLM1094,Claim Assigned,1/9/24,0
CLM1094,Initial Contact Made,1/10/24,1
CLM1094,Investigation Complete,1/28/24,18
CLM1094,Settlement Offer Made,2/3/24,6
CLM1094,Claim Closed,2/18/24,15
CLM1095,Claim Assigned,3/11/24,0
CLM1095,Initial Contact Made,3/12/24,1
CLM1095,Investigation Complete,3/22/24,10
CLM1095,Settlement Offer Made,3/25/24,3
CLM1095,Claim Closed,4/8/24,14
CLM1096,Claim Assigned,2/28/24,0
CLM1096,Initial Contact Made,2/29/24,1
CLM1096,Investigation Complete,3/28/24,28
CLM1097,Claim Assigned,1/10/24,0
CLM1097,Initial Contact Made,1/11/24,1
CLM1097,Investigation Complete,2/1/24,21
CLM1097,Settlement Offer Made,2/12/24,11
CLM1098,Claim Assigned,3/23/24,0
CLM1098,Initial Contact Made,3/24/24,1
CLM1098,Investigation Complete,4/16/24,23
CLM1098,Settlement Offer Made,4/27/24,11
CLM1098,Claim Closed,5/8/24,11
CLM1099,Claim Assigned,3/18/24,0
CLM1099,Initial Contact Made,3/19/24,1
CLM1100,Claim Assigned,2/4/24,0
CLM1100,Initial Contact Made,2/5/24,1
CLM1100,Investigation Complete,3/16/24,40
CLM1100,Settlement Offer Made,3/19/24,3
CLM1100,Claim Closed,3/25/24,6
CLM1101,Claim Assigned,2/8/24,0
CLM1101,Initial Contact Made,2/9/24,1
CLM1101,Investigation Complete,2/23/24,14
CLM1102,Claim Assigned,1/12/24,0
CLM1102,Initial Contact Made,1/13/24,1
CLM1103,Claim Assigned,2/4/24,0
CLM1103,Initial Contact Made,2/5/24,1
CLM1104,Claim Assigned,2/10/24,0
CLM1104,Initial Contact Made,2/11/24,1
CLM1104,Investigation Complete,2/22/24,11
CLM1105,Claim Assigned,1/17/24,0
CLM1105,Initial Contact Made,1/18/24,1
CLM1105,Investigation Complete,2/21/24,34
CLM1105,Settlement Offer Made,3/7/24,15
CLM1105,Claim Closed,3/11/24,4
CLM1106,Claim Assigned,1/31/24,0
CLM1106,Initial Contact Made,2/1/24,1
CLM1106,Investigation Complete,2/26/24,25
CLM1106,Settlement Offer Made,3/7/24,10
CLM1107,Claim Assigned,3/6/24,0
CLM1107,Initial Contact Made,3/7/24,1
CLM1107,Investigation Complete,3/25/24,18
CLM1107,Settlement Offer Made,3/30/24,5
CLM1107,Claim Closed,4/11/24,12
CLM1108,Claim Assigned,1/8/24,0
CLM1108,Initial Contact Made,1/9/24,1
CLM1108,Investigation Complete,2/16/24,38
CLM1108,Settlement Offer Made,2/28/24,12
CLM1108,Claim Closed,3/2/24,3
CLM1109,Claim Assigned,1/7/24,0
CLM1109,Initial Contact Made,1/8/24,1
CLM1109,Investigation Complete,1/28/24,20
CLM1109,Settlement Offer Made,2/12/24,15
CLM1109,Claim Closed,2/26/24,14
CLM1110,Claim Assigned,3/26/24,0
CLM1110,Initial Contact Made,3/27/24,1
CLM1110,Investigation Complete,4/11/24,15
CLM1110,Settlement Offer Made,4/18/24,7
CLM1111,Claim Assigned,1/21/24,0
CLM1111,Initial Contact Made,1/22/24,1
CLM1111,Investigation Complete,2/4/24,13
CLM1111,Settlement Offer Made,2/10/24,6
CLM1111,Claim Closed,2/18/24,8
CLM1112,Claim Assigned,3/1/24,0
CLM1112,Initial Contact Made,3/2/24,1
CLM1113,Claim Assigned,1/16/24,0
CLM1113,Initial Contact Made,1/17/24,1
CLM1113,Investigation Complete,2/18/24,32
CLM1113,Settlement Offer Made,2/22/24,4
CLM1114,Claim Assigned,3/5/24,0
CLM1114,Initial Contact Made,3/6/24,1
CLM1114,Investigation Complete,3/16/24,10
CLM1114,Settlement Offer Made,3/19/24,3
CLM1114,Claim Closed,3/26/24,7
CLM1115,Claim Assigned,2/27/24,0
CLM1115,Initial Contact Made,2/28/24,1
CLM1115,Investigation Complete,3/26/24,27
CLM1115,Settlement Offer Made,4/6/24,11
CLM1116,Claim Assigned,1/24/24,0
CLM1116,Initial Contact Made,1/25/24,1
CLM1116,Investigation Complete,2/16/24,22
CLM1117,Claim Assigned,2/7/24,0
CLM1117,Initial Contact Made,2/8/24,1
CLM1117,Investigation Complete,3/14/24,35
CLM1117,Settlement Offer Made,3/23/24,9
CLM1118,Claim Assigned,1/30/24,0
CLM1118,Initial Contact Made,1/31/24,1
CLM1118,Investigation Complete,3/6/24,35
CLM1119,Claim Assigned,3/25/24,0
CLM1119,Initial Contact Made,3/26/24,1
CLM1119,Investigation Complete,4/16/24,21
CLM1120,Claim Assigned,3/5/24,0
CLM1120,Initial Contact Made,3/6/24,1
CLM1120,Investigation Complete,4/15/24,40
CLM1120,Settlement Offer Made,4/29/24,14
CLM1121,Claim Assigned,3/2/24,0
CLM1121,Initial Contact Made,3/3/24,1
CLM1122,Claim Assigned,3/28/24,0
CLM1122,Initial Contact Made,3/29/24,1
CLM1123,Claim Assigned,2/6/24,0
CLM1123,Initial Contact Made,2/7/24,1
CLM1124,Claim Assigned,3/16/24,0
CLM1124,Initial Contact Made,3/17/24,1
CLM1125,Claim Assigned,1/4/24,0
CLM1125,Initial Contact Made,1/5/24,1
CLM1125,Investigation Complete,2/1/24,27
CLM1125,Settlement Offer Made,2/15/24,14
CLM1126,Claim Assigned,2/27/24,0
CLM1126,Initial Contact Made,2/28/24,1
CLM1127,Claim Assigned,3/11/24,0
CLM1127,Initial Contact Made,3/12/24,1
CLM1127,Investigation Complete,4/2/24,21
CLM1128,Claim Assigned,3/10/24,0
CLM1128,Initial Contact Made,3/11/24,1
CLM1128,Investigation Complete,4/6/24,26
CLM1129,Claim Assigned,2/12/24,0
CLM1129,Initial Contact Made,2/13/24,1
CLM1129,Investigation Complete,3/5/24,21
CLM1129,Settlement Offer Made,3/12/24,7
CLM1130,Claim Assigned,3/31/24,0
CLM1130,Initial Contact Made,4/1/24,1
CLM1130,Investigation Complete,4/27/24,26
CLM1130,Settlement Offer Made,5/9/24,12
CLM1131,Claim Assigned,2/15/24,0
CLM1131,Initial Contact Made,2/16/24,1
CLM1132,Claim Assigned,2/23/24,0
CLM1132,Initial Contact Made,2/24/24,1
CLM1133,Claim Assigned,3/22/24,0
CLM1133,Initial Contact Made,3/23/24,1
CLM1133,Investigation Complete,4/30/24,38
CLM1133,Settlement Offer Made,5/5/24,5
CLM1133,Claim Closed,5/16/24,11
CLM1134,Claim Assigned,1/28/24,0
CLM1134,Initial Contact Made,1/29/24,1
CLM1134,Investigation Complete,2/15/24,17
CLM1134,Settlement Offer Made,2/29/24,14
CLM1135,Claim Assigned,2/19/24,0
CLM1135,Initial Contact Made,2/20/24,1
CLM1135,Investigation Complete,3/25/24,34
CLM1135,Settlement Offer Made,3/31/24,6
CLM1136,Claim Assigned,2/20/24,0
CLM1136,Initial Contact Made,2/21/24,1
CLM1137,Claim Assigned,2/25/24,0
CLM1137,Initial Contact Made,2/26/24,1
CLM1138,Claim Assigned,2/13/24,0
CLM1138,Initial Contact Made,2/14/24,1
CLM1138,Investigation Complete,3/14/24,29
CLM1139,Claim Assigned,1/3/24,0
CLM1139,Initial Contact Made,1/4/24,1
CLM1139,Investigation Complete,2/3/24,30
CLM1139,Settlement Offer Made,2/12/24,9
CLM1139,Claim Closed,2/19/24,7
CLM1140,Claim Assigned,2/6/24,0
CLM1140,Initial Contact Made,2/7/24,1
CLM1140,Investigation Complete,2/21/24,14
CLM1140,Settlement Offer Made,2/27/24,6
CLM1141,Claim Assigned,1/20/24,0
CLM1141,Initial Contact Made,1/21/24,1
CLM1141,Investigation Complete,2/20/24,30
CLM1141,Settlement Offer Made,2/24/24,4
CLM1141,Claim Closed,2/29/24,5
CLM1142,Claim Assigned,2/15/24,0
CLM1142,Initial Contact Made,2/16/24,1
CLM1142,Investigation Complete,2/29/24,13
CLM1143,Claim Assigned,2/17/24,0
CLM1143,Initial Contact Made,2/18/24,1
CLM1143,Investigation Complete,2/28/24,10
CLM1144,Claim Assigned,3/21/24,0
CLM1144,Initial Contact Made,3/22/24,1
CLM1144,Investigation Complete,4/15/24,24
CLM1144,Settlement Offer Made,4/26/24,11
CLM1145,Claim Assigned,3/9/24,0
CLM1145,Initial Contact Made,3/10/24,1
CLM1145,Investigation Complete,4/17/24,38
CLM1145,Settlement Offer Made,4/29/24,12
CLM1145,Claim Closed,5/10/24,11
CLM1146,Claim Assigned,1/19/24,0
CLM1146,Initial Contact Made,1/20/24,1
CLM1146,Investigation Complete,2/27/24,38
CLM1147,Claim Assigned,3/20/24,0
CLM1147,Initial Contact Made,3/21/24,1
CLM1147,Investigation Complete,4/7/24,17
CLM1147,Settlement Offer Made,4/10/24,3
CLM1147,Claim Closed,4/16/24,6
CLM1148,Claim Assigned,1/20/24,0
CLM1148,Initial Contact Made,1/21/24,1
CLM1148,Investigation Complete,2/17/24,27
CLM1149,Claim Assigned,1/12/24,0
CLM1149,Initial Contact Made,1/13/24,1
CLM1149,Investigation Complete,1/30/24,17
CLM1149,Settlement Offer Made,2/6/24,7
CLM1149,Claim Closed,2/14/24,8
CLM1150,Claim Assigned,3/23/24,0
CLM1150,Initial Contact Made,3/24/24,1
CLM1151,Claim Assigned,1/13/24,0
CLM1151,Initial Contact Made,1/14/24,1
CLM1152,Claim Assigned,2/14/24,0
CLM1152,Initial Contact Made,2/15/24,1
CLM1152,Investigation Complete,3/10/24,24
CLM1153,Claim Assigned,1/7/24,0
CLM1153,Initial Contact Made,1/8/24,1
CLM1153,Investigation Complete,2/9/24,32
CLM1154,Claim Assigned,3/7/24,0
CLM1154,Initial Contact Made,3/8/24,1
CLM1155,Claim Assigned,1/19/24,0
CLM1155,Initial Contact Made,1/20/24,1
CLM1155,Investigation Complete,2/16/24,27
CLM1155,Settlement Offer Made,2/25/24,9
CLM1156,Claim Assigned,3/13/24,0
CLM1156,Initial Contact Made,3/14/24,1
CLM1156,Investigation Complete,3/26/24,12
CLM1156,Settlement Offer Made,3/29/24,3
CLM1156,Claim Closed,4/6/24,8
CLM1157,Claim Assigned,2/18/24,0
CLM1157,Initial Contact Made,2/19/24,1
CLM1157,Investigation Complete,3/20/24,30
CLM1157,Settlement Offer Made,3/26/24,6
CLM1157,Claim Closed,4/5/24,10
CLM1158,Claim Assigned,1/30/24,0
CLM1158,Initial Contact Made,1/31/24,1
CLM1159,Claim Assigned,2/1/24,0
CLM1159,Initial Contact Made,2/2/24,1
CLM1160,Claim Assigned,3/21/24,0
CLM1160,Initial Contact Made,3/22/24,1
CLM1160,Investigation Complete,4/26/24,35
CLM1160,Settlement Offer Made,5/7/24,11
CLM1160,Claim Closed,5/18/24,11
CLM1161,Claim Assigned,1/29/24,0
CLM1161,Initial Contact Made,1/30/24,1
CLM1162,Claim Assigned,2/12/24,0
CLM1162,Initial Contact Made,2/13/24,1
CLM1162,Investigation Complete,3/22/24,38
CLM1162,Settlement Offer Made,3/31/24,9
CLM1163,Claim Assigned,3/6/24,0
CLM1163,Initial Contact Made,3/7/24,1
CLM1163,Investigation Complete,4/15/24,39
CLM1164,Claim Assigned,2/29/24,0
CLM1164,Initial Contact Made,3/1/24,1
CLM1164,Investigation Complete,3/27/24,26
CLM1165,Claim Assigned,1/8/24,0
CLM1165,Initial Contact Made,1/9/24,1
CLM1165,Investigation Complete,2/4/24,26
CLM1166,Claim Assigned,3/20/24,0
CLM1166,Initial Contact Made,3/21/24,1
CLM1166,Investigation Complete,4/3/24,13
CLM1166,Settlement Offer Made,4/8/24,5
CLM1166,Claim Closed,4/15/24,7
CLM1167,Claim Assigned,1/11/24,0
CLM1167,Initial Contact Made,1/12/24,1
CLM1167,Investigation Complete,2/3/24,22
CLM1168,Claim Assigned,2/2/24,0
CLM1168,Initial Contact Made,2/3/24,1
CLM1169,Claim Assigned,1/10/24,0
CLM1169,Initial Contact Made,1/11/24,1
CLM1169,Investigation Complete,2/14/24,34
CLM1169,Settlement Offer Made,2/19/24,5
CLM1170,Claim Assigned,1/4/24,0
CLM1170,Initial Contact Made,1/5/24,1
CLM1170,Investigation Complete,1/23/24,18
CLM1171,Claim Assigned,3/6/24,0
CLM1171,Initial Contact Made,3/7/24,1
CLM1171,Investigation Complete,4/13/24,37
CLM1172,Claim Assigned,3/3/24,0
CLM1172,Initial Contact Made,3/4/24,1
CLM1172,Investigation Complete,3/26/24,22
CLM1172,Settlement Offer Made,3/31/24,5
CLM1172,Claim Closed,4/7/24,7
CLM1173,Claim Assigned,1/23/24,0
CLM1173,Initial Contact Made,1/24/24,1
CLM1173,Investigation Complete,2/10/24,17
CLM1173,Settlement Offer Made,2/20/24,10
CLM1174,Claim Assigned,2/24/24,0
CLM1174,Initial Contact Made,2/25/24,1
CLM1174,Investigation Complete,3/15/24,19
CLM1174,Settlement Offer Made,3/22/24,7
CLM1174,Claim Closed,3/28/24,6
CLM1175,Claim Assigned,1/4/24,0
CLM1175,Initial Contact Made,1/5/24,1
CLM1175,Investigation Complete,2/3/24,29
CLM1175,Settlement Offer Made,2/17/24,14
CLM1175,Claim Closed,2/21/24,4
CLM1176,Claim Assigned,2/4/24,0
CLM1176,Initial Contact Made,2/5/24,1
CLM1176,Investigation Complete,2/19/24,14
CLM1176,Settlement Offer Made,3/4/24,14
CLM1177,Claim Assigned,1/9/24,0
CLM1177,Initial Contact Made,1/10/24,1
CLM1177,Investigation Complete,2/17/24,38
CLM1177,Settlement Offer Made,3/1/24,13
CLM1177,Claim Closed,3/14/24,13
CLM1178,Claim Assigned,3/27/24,0
CLM1178,Initial Contact Made,3/28/24,1
CLM1178,Investigation Complete,4/13/24,16
CLM1178,Settlement Offer Made,4/16/24,3
CLM1179,Claim Assigned,3/29/24,0
CLM1179,Initial Contact Made,3/30/24,1
CLM1179,Investigation Complete,5/7/24,38
CLM1179,Settlement Offer Made,5/19/24,12
CLM1179,Claim Closed,5/30/24,11
CLM1180,Claim Assigned,1/30/24,0
CLM1180,Initial Contact Made,1/31/24,1
CLM1180,Investigation Complete,3/6/24,35
CLM1181,Claim Assigned,2/10/24,0
CLM1181,Initial Contact Made,2/11/24,1
CLM1181,Investigation Complete,3/6/24,24
CLM1182,Claim Assigned,1/11/24,0
CLM1182,Initial Contact Made,1/12/24,1
CLM1182,Investigation Complete,1/30/24,18
CLM1183,Claim Assigned,1/31/24,0
CLM1183,Initial Contact Made,2/1/24,1
CLM1183,Investigation Complete,2/29/24,28
CLM1183,Settlement Offer Made,3/12/24,12
CLM1183,Claim Closed,3/25/24,13
CLM1184,Claim Assigned,3/5/24,0
CLM1184,Initial Contact Made,3/6/24,1
CLM1184,Investigation Complete,4/11/24,36
CLM1184,Settlement Offer Made,4/18/24,7
CLM1185,Claim Assigned,1/16/24,0
CLM1185,Initial Contact Made,1/17/24,1
CLM1185,Investigation Complete,2/3/24,17
CLM1185,Settlement Offer Made,2/16/24,13
CLM1185,Claim Closed,2/27/24,11
CLM1186,Claim Assigned,1/8/24,0
CLM1186,Initial Contact Made,1/9/24,1
CLM1187,Claim Assigned,2/20/24,0
CLM1187,Initial Contact Made,2/21/24,1
CLM1187,Investigation Complete,3/9/24,17
CLM1187,Settlement Offer Made,3/15/24,6
CLM1187,Claim Closed,3/25/24,10
CLM1188,Claim Assigned,1/16/24,0
CLM1188,Initial Contact Made,1/17/24,1
CLM1188,Investigation Complete,2/16/24,30
CLM1188,Settlement Offer Made,2/29/24,13
CLM1188,Claim Closed,3/6/24,6
CLM1189,Claim Assigned,3/21/24,0
CLM1189,Initial Contact Made,3/22/24,1
CLM1189,Investigation Complete,4/13/24,22
CLM1189,Settlement Offer Made,4/24/24,11
CLM1190,Claim Assigned,2/4/24,0
CLM1190,Initial Contact Made,2/5/24,1
CLM1190,Investigation Complete,2/23/24,18
CLM1191,Claim Assigned,3/7/24,0
CLM1191,Initial Contact Made,3/8/24,1
CLM1191,Investigation Complete,3/31/24,23
CLM1191,Settlement Offer Made,4/5/24,5
CLM1191,Claim Closed,4/8/24,3
CLM1192,Claim Assigned,1/28/24,0
CLM1192,Initial Contact Made,1/29/24,1
CLM1193,Claim Assigned,3/11/24,0
CLM1193,Initial Contact Made,3/12/24,1
CLM1194,Claim Assigned,2/18/24,0
CLM1194,Initial Contact Made,2/19/24,1
CLM1194,Investigation Complete,3/29/24,39
CLM1194,Settlement Offer Made,4/3/24,5
CLM1195,Claim Assigned,3/16/24,0
CLM1195,Initial Contact Made,3/17/24,1
CLM1195,Investigation Complete,4/15/24,29
CLM1195,Settlement Offer Made,4/22/24,7
CLM1195,Claim Closed,4/25/24,3
CLM1196,Claim Assigned,1/9/24,0
CLM1196,Initial Contact Made,1/10/24,1
CLM1196,Investigation Complete,2/9/24,30
CLM1196,Settlement Offer Made,2/18/24,9
CLM1197,Claim Assigned,1/16/24,0
CLM1197,Initial Contact Made,1/17/24,1
CLM1197,Investigation Complete,2/16/24,30
CLM1197,Settlement Offer Made,2/28/24,12
CLM1198,Claim Assigned,3/18/24,0
CLM1198,Initial Contact Made,3/19/24,1
CLM1198,Investigation Complete,3/29/24,10
CLM1198,Settlement Offer Made,4/8/24,10
CLM1198,Claim Closed,4/18/24,10
CLM1199,Claim Assigned,1/12/24,0
CLM1199,Initial Contact Made,1/13/24,1
CLM1200,Claim Assigned,2/14/24,0
CLM1200,Initial Contact Made,2/15/24,1
CLM1201,Claim Assigned,1/26/24,0
CLM1201,Initial Contact Made,1/27/24,1
CLM1201,Investigation Complete,2/27/24,31
CLM1201,Settlement Offer Made,3/3/24,5
CLM1202,Claim Assigned,3/9/24,0
CLM1202,Initial Contact Made,3/10/24,1
CLM1202,Investigation Complete,3/28/24,18
CLM1202,Settlement Offer Made,4/12/24,15
CLM1203,Claim Assigned,2/17/24,0
CLM1203,Initial Contact Made,2/18/24,1
CLM1203,Investigation Complete,3/20/24,31
CLM1203,Settlement Offer Made,3/28/24,8
CLM1203,Claim Closed,4/4/24,7
CLM1204,Claim Assigned,2/9/24,0
CLM1204,Initial Contact Made,2/10/24,1
CLM1204,Investigation Complete,3/2/24,21
CLM1205,Claim Assigned,3/29/24,0
CLM1205,Initial Contact Made,3/30/24,1
CLM1205,Investigation Complete,4/17/24,18
CLM1205,Settlement Offer Made,4/20/24,3
CLM1205,Claim Closed,4/25/24,5
CLM1206,Claim Assigned,2/3/24,0
CLM1206,Initial Contact Made,2/4/24,1
CLM1207,Claim Assigned,3/22/24,0
CLM1207,Initial Contact Made,3/23/24,1
CLM1207,Investigation Complete,4/23/24,31
CLM1207,Settlement Offer Made,4/30/24,7
CLM1208,Claim Assigned,3/13/24,0
CLM1208,Initial Contact Made,3/14/24,1
CLM1208,Investigation Complete,4/8/24,25
CLM1208,Settlement Offer Made,4/22/24,14
CLM1208,Claim Closed,4/27/24,5
CLM1209,Claim Assigned,1/11/24,0
CLM1209,Initial Contact Made,1/12/24,1
CLM1209,Investigation Complete,2/2/24,21
CLM1209,Settlement Offer Made,2/14/24,12
CLM1210,Claim Assigned,1/26/24,0
CLM1210,Initial Contact Made,1/27/24,1
CLM1210,Investigation Complete,2/29/24,33
CLM1211,Claim Assigned,2/24/24,0
CLM1211,Initial Contact Made,2/25/24,1
CLM1211,Investigation Complete,4/4/24,39
CLM1211,Settlement Offer Made,4/10/24,6
CLM1212,Claim Assigned,1/13/24,0
CLM1212,Initial Contact Made,1/14/24,1
CLM1212,Investigation Complete,2/4/24,21
CLM1212,Settlement Offer Made,2/18/24,14
CLM1213,Claim Assigned,1/7/24,0
CLM1213,Initial Contact Made,1/8/24,1
CLM1213,Investigation Complete,1/27/24,19
CLM1214,Claim Assigned,1/21/24,0
CLM1214,Initial Contact Made,1/22/24,1
CLM1214,Investigation Complete,2/27/24,36
CLM1214,Settlement Offer Made,3/4/24,6
CLM1214,Claim Closed,3/11/24,7
CLM1215,Claim Assigned,2/12/24,0
CLM1215,Initial Contact Made,2/13/24,1
CLM1215,Investigation Complete,3/6/24,22
CLM1215,Settlement Offer Made,3/10/24,4
CLM1215,Claim Closed,3/22/24,12
CLM1216,Claim Assigned,1/23/24,0
CLM1216,Initial Contact Made,1/24/24,1
CLM1216,Investigation Complete,2/14/24,21
CLM1216,Settlement Offer Made,2/23/24,9
CLM1216,Claim Closed,3/2/24,8
CLM1217,Claim Assigned,3/9/24,0
CLM1217,Initial Contact Made,3/10/24,1
CLM1217,Investigation Complete,4/3/24,24
CLM1218,Claim Assigned,3/31/24,0
CLM1218,Initial Contact Made,4/1/24,1
CLM1218,Investigation Complete,5/6/24,35
CLM1218,Settlement Offer Made,5/12/24,6
CLM1219,Claim Assigned,2/22/24,0
CLM1219,Initial Contact Made,2/23/24,1
CLM1219,Investigation Complete,3/19/24,25
CLM1219,Settlement Offer Made,3/29/24,10
CLM1219,Claim Closed,4/8/24,10
CLM1220,Claim Assigned,3/21/24,0
CLM1220,Initial Contact Made,3/22/24,1
CLM1220,Investigation Complete,4/20/24,29
CLM1220,Settlement Offer Made,4/25/24,5
CLM1221,Claim Assigned,1/28/24,0
CLM1221,Initial Contact Made,1/29/24,1
CLM1221,Investigation Complete,2/8/24,10
CLM1221,Settlement Offer Made,2/14/24,6
CLM1221,Claim Closed,2/18/24,4
CLM1222,Claim Assigned,3/21/24,0
CLM1222,Initial Contact Made,3/22/24,1
CLM1223,Claim Assigned,2/5/24,0
CLM1223,Initial Contact Made,2/6/24,1
CLM1223,Investigation Complete,2/27/24,21
CLM1224,Claim Assigned,3/25/24,0
CLM1224,Initial Contact Made,3/26/24,1
CLM1224,Investigation Complete,4/8/24,13
CLM1224,Settlement Offer Made,4/13/24,5
CLM1225,Claim Assigned,1/19/24,0
CLM1225,Initial Contact Made,1/20/24,1
CLM1225,Investigation Complete,2/4/24,15
CLM1225,Settlement Offer Made,2/19/24,15
CLM1225,Claim Closed,3/2/24,12
CLM1226,Claim Assigned,1/30/24,0
CLM1226,Initial Contact Made,1/31/24,1
CLM1227,Claim Assigned,2/24/24,0
CLM1227,Initial Contact Made,2/25/24,1
CLM1227,Investigation Complete,3/14/24,18
CLM1227,Settlement Offer Made,3/21/24,7
CLM1228,Claim Assigned,1/14/24,0
CLM1228,Initial Contact Made,1/15/24,1
CLM1228,Investigation Complete,2/2/24,18
CLM1228,Settlement Offer Made,2/6/24,4
CLM1229,Claim Assigned,3/9/24,0
CLM1229,Initial Contact Made,3/10/24,1
CLM1229,Investigation Complete,4/11/24,32
CLM1229,Settlement Offer Made,4/25/24,14
CLM1230,Claim Assigned,2/25/24,0
CLM1230,Initial Contact Made,2/26/24,1
CLM1230,Investigation Complete,3/8/24,11
CLM1230,Settlement Offer Made,3/14/24,6
CLM1231,Claim Assigned,2/17/24,0
CLM1231,Initial Contact Made,2/18/24,1
CLM1231,Investigation Complete,2/28/24,10
CLM1232,Claim Assigned,2/9/24,0
CLM1232,Initial Contact Made,2/10/24,1
CLM1233,Claim Assigned,2/2/24,0
CLM1233,Initial Contact Made,2/3/24,1
CLM1233,Investigation Complete,3/10/24,36
CLM1233,Settlement Offer Made,3/14/24,4
CLM1233,Claim Closed,3/25/24,11
CLM1234,Claim Assigned,3/8/24,0
CLM1234,Initial Contact Made,3/9/24,1
CLM1235,Claim Assigned,2/20/24,0
CLM1235,Initial Contact Made,2/21/24,1
CLM1235,Investigation Complete,3/6/24,14
CLM1235,Settlement Offer Made,3/10/24,4
CLM1236,Claim Assigned,1/11/24,0
CLM1236,Initial Contact Made,1/12/24,1
